title,release_date,critic_score,audience_score,release_year,movie_id,movie_name,year,certificate,runtime,genre,rating,description,director,director_id,star,star_id,votes,gross(in $)
Action Jackson,1988,0.19,0.35,1988,tt0094612,Action Jackson,1988,R,96 min,"Action, Comedy, Crime",5.5,Vengeance drives a tough Detroit cop to stay on the trail of a power-hungry auto magnate who is systematically eliminating his competition.,Craig R. Baxley,/name/nm0062644/,"Carl Weathers, 
Craig T. Nelson, 
Vanity, 
Sharon Stone","/name/nm0001835/,/name/nm0005266/,/name/nm0889152/,/name/nm0000232/",11586.0,20257000.0
Satisfaction,"Released Feb 12, 1988",0.4,0.52,1988,tt0096037,Satisfaction,1988,PG-13,92 min,"Comedy, Music, Romance",4.9,Justine Bateman rocks out as the leader of an all-girl band that struggles with men and drugs during a summer resort gig.,Joan Freeman,/name/nm0293445/,"Justine Bateman, 
Liam Neeson, 
Trini Alvarado, 
Scott Coffey","/name/nm0000868/,/name/nm0000553/,/name/nm0000746/,/name/nm0168892/",3687.0,8253123.0
Bloodsport,1988,0.48,0.74,1988,tt0092675,Bloodsport,1988,A,92 min,"Action, Biography, Drama",6.8,"""Bloodsport"" follows Frank Dux, an American martial artist serving in the military, who decides to leave the army to compete in a martial arts tournament in Hong Kong where fights to the death can occur.",Newt Arnold,/name/nm0036582/,"Jean-Claude Van Damme, 
Donald Gibb, 
Leah Ayres, 
Norman Burton","/name/nm0000241/,/name/nm0316455/,/name/nm0043994/,/name/nm0123680/",87310.33333333333,11806119.0
Bloodsport,1988,0.48,0.74,1988,tt0092675,Bloodsport,1988,R,92 min,"Action, Biography, Drama",6.8,"""Bloodsport"" follows Frank Dux, an American martial artist serving in the military, who decides to leave the army to compete in a martial arts tournament in Hong Kong where fights to the death can occur.",Newt Arnold,/name/nm0036582/,"Jean-Claude Van Damme, 
Donald Gibb, 
Leah Ayres, 
Norman Burton","/name/nm0000241/,/name/nm0316455/,/name/nm0043994/,/name/nm0123680/",87310.33333333333,11806119.0
Elevator to the Gallows,"Released Jun 10, 1958",0.93,0.91,1958,tt0051378,Elevator to the Gallows,1958,Not Rated,91 min,"Crime, Drama, Thriller",7.9,"A self-assured businessman murders his employer, the husband of his mistress, which unintentionally provokes an ill-fated chain of events.",Louis Malle,/name/nm0001501/,"Jeanne Moreau, 
Maurice Ronet, 
Georges Poujouly, 
Yori Bertin","/name/nm0603402/,/name/nm0740067/,/name/nm0693560/,/name/nm0078112/",26552.0,109257.0
Hairspray,"Released Jul 20, 2007",0.92,0.84,2007,tt0427327,Hairspray,2007,PG,117 min,"Comedy, Drama, Musical",6.7,Pleasantly plump teenager Tracy Turnblad teaches 1962 Baltimore a thing or two about integration after landing a spot on a local TV dance show.,Adam Shankman,/name/nm0788202/,"John Travolta, 
Queen Latifah, 
Nikki Blonsky, 
Michelle Pfeiffer","/name/nm0000237/,/name/nm0001451/,/name/nm2284889/,/name/nm0000201/",133204.0,118871849.0
Prison,1987,0.4,0.34,1987,tt0095904,Prison,1987,R,102 min,"Crime, Drama, Horror",5.8,"The spirit of a long-dead prisoner returns for revenge, haunting the prison's new governor.",Renny Harlin,/name/nm0001317/,"Lane Smith, 
Viggo Mortensen, 
Chelsea Field, 
Lincoln Kilpatrick","/name/nm0809031/,/name/nm0001557/,/name/nm0001210/,/name/nm0453299/",4504.0,354704.0
Pulse,"Released Aug 11, 2006",0.11,0.27,2006,tt0454919,Pulse,2006,PG-13,90 min,"Horror, Sci-Fi, Thriller",4.7,"When their computer hacker friend accidentally channels a mysterious wireless signal, a group of co-eds rally to stop a terrifying evil from taking over the world.",Jim Sonzero,/name/nm0814517/,"Kristen Bell, 
Rick Gonzalez, 
Christina Milian, 
Ian Somerhalder","/name/nm0068338/,/name/nm0327779/,/name/nm0587396/,/name/nm0813812/",29791.0,20259297.0
Switching Channels,1988,0.6,0.32,1988,tt0096203,Switching Channels,1988,PG,105 min,"Comedy, Crime",5.9,A television news chief courts his anchorwoman ex-wife with an eleventh-hour story.,Ted Kotcheff,/name/nm0467646/,"Kathleen Turner, 
Burt Reynolds, 
Christopher Reeve, 
Ned Beatty","/name/nm0000678/,/name/nm0000608/,/name/nm0001659/,/name/nm0000885/",3878.0,9129999.0
Masquerade,"Released Jul 30, 2021",0.13,0.29,2021,tt11448490,Masquerade,2021,,80 min,"Horror, Mystery, Thriller",3.9,A young girl struggles to survive after a group of home invaders break into her house to steal her family's priceless artwork.,Shane Dax Taylor,/name/nm1360971/,"Bella Thorne, 
Alyvia Alyn Lind, 
Skyler Samuels, 
Mircea Monroe","/name/nm2254074/,/name/nm4865040/,/name/nm1321094/,/name/nm1597260/",993.0,
Off Limits,1988,0.45,0.31,1988,tt0095774,Off Limits,1988,R,102 min,"Action, Drama, Thriller",6.2,"McGriff and Albaby are probably doing the worst law enforcement job in the world - they are plain clothes U.S. military policemen on duty in war-time Saigon. However, their job becomes even...                See full summary »",Christopher Crowe,/name/nm0189610/,"Willem Dafoe, 
Gregory Hines, 
Fred Ward, 
Amanda Pays","/name/nm0000353/,/name/nm0002138/,/name/nm0911542/,/name/nm0005301/",3219.0,7242035.0
Stand and Deliver,"Released Mar 11, 1988",0.9,0.79,1988,tt0094027,Stand and Deliver,1988,PG,103 min,"Biography, Drama",7.3,"The story of Jaime Escalante, a high school teacher who successfully inspired his dropout-prone students to learn calculus.",Ramón Menéndez,/name/nm0579466/,"Edward James Olmos, 
Estelle Harris, 
Mark Phelan, 
Virginia Paris","/name/nm0001579/,/name/nm0364680/,/name/nm0679750/,/name/nm0661639/",20916.0,13994920.0
Little Nikita,1988,0.53,0.45,1988,tt0095532,Little Nikita,1988,PG,98 min,"Drama, Thriller",5.9,"An F.B.I. Agent works to uncover an All-American family as Soviet sleeper Agents, and gets caught up in friendship with their unaware son.",Richard Benjamin,/name/nm0000907/,"Sidney Poitier, 
River Phoenix, 
Richard Jenkins, 
Caroline Kava","/name/nm0001627/,/name/nm0000203/,/name/nm0420955/,/name/nm0442512/",5757.0,1733070.0
The Milagro Beanfield War,"Released Mar 18, 1988",0.61,0.74,1988,tt0095638,The Milagro Beanfield War,1988,R,117 min,"Comedy, Drama, Fantasy",6.8,An accidental breakdown of a valve on the irrigation ditch launches a hot confrontation between local farmers and corrupt authorities.,Robert Redford,/name/nm0000602/,"Rubén Blades, 
Richard Bradford, 
Sonia Braga, 
Julie Carmen","/name/nm0001952/,/name/nm0103071/,/name/nm0000968/,/name/nm0138388/",6484.0,13825794.0
Johnny Be Good,"Released Mar 25, 1988",0.0,0.3,1988,tt0095409,Johnny Be Good,1988,,91 min,"Comedy, Sport",4.6,"Johnny's the top high-school football player and many colleges want him. His girlfriend, coach and best friend want him in the college, serving themselves most.",Bud S. Smith,/name/nm0807573/,"Anthony Michael Hall, 
Robert Downey Jr., 
Paul Gleason, 
Uma Thurman","/name/nm0001309/,/name/nm0000375/,/name/nm0322339/,/name/nm0000235/",6979.0,17550399.0
Tracker,2010,0.85,0.53,2010,tt1414378,Tracker,2010,R,102 min,"Action, Adventure, Drama",6.5,An Afrikaner veteran of the Boer War has just immigrated to New Zealand and is hired to track a man accused of killing a soldier. While hunting through the countryside he captures his ...                See full summary »,Ian Sharp,/name/nm0789054/,"Ray Winstone, 
Nicholas McGough, 
Gareth Reeves, 
Mark Mitchinson","/name/nm0935653/,/name/nm4482049/,/name/nm2210329/,/name/nm2680937/",4094.0,
The Seventh Sign,"Released Apr 1, 1988",0.15,0.49,1988,tt0096073,The Seventh Sign,1988,R,97 min,"Drama, Fantasy, Horror",5.8,"Abby Quinn is eagerly awaiting childbirth but is haunted by dreams where she suffers a miscarriage. When she decides to rent a room to a mysterious stranger, she realizes a chain of events that will unleash the end of humanity.",Carl Schultz,/name/nm0776209/,"Demi Moore, 
Michael Biehn, 
Jürgen Prochnow, 
Peter Friedman","/name/nm0000193/,/name/nm0000299/,/name/nm0001638/,/name/nm0295334/",14967.0,18875011.0
18 Again!,1988,0.29,0.45,1988,tt0094593,18 Again!,1988,PG,93 min,"Comedy, Fantasy, Romance",5.7,An aging ruthless businessman swaps bodies with his grandson in the wake of getting into a car accident.,Paul Flaherty,/name/nm0280901/,"Charlie Schlatter, 
George Burns, 
Tony Roberts, 
Anita Morris","/name/nm0772116/,/name/nm0122675/,/name/nm0731634/,/name/nm0606360/",4771.0,2567099.0
Above the Law,"Released Apr 8, 1988",0.5,0.48,1988,tt0094602,Above the Law,1988,R,99 min,"Action, Crime, Drama",6.0,"A former Special Operations Vietnam vet works as a Chicago cop, and uncovers C.I.A. wrongdoing.",Andrew Davis,/name/nm0001112/,"Steven Seagal, 
Pam Grier, 
Henry Silva, 
Ron Dean","/name/nm0000219/,/name/nm0000427/,/name/nm0798328/,/name/nm0212939/",32914.0,18869631.0
Bad Dreams,1988,0.38,0.42,1988,tt0094701,Bad Dreams,1988,R,80 min,"Horror, Thriller",5.6,"The lone survivor of a suicide cult wakes from a thirteen-year coma in a psychiatric ward, where other patients suddenly start dying under mysterious and gruesome circumstances.",Andrew Fleming,/name/nm0281598/,"Jennifer Rubin, 
Bruce Abbott, 
Richard Lynch, 
Dean Cameron","/name/nm0748075/,/name/nm0007940/,/name/nm0528433/,/name/nm0131541/",4076.0,9797098.0
Brain Damage,"Released Apr 22, 1988",0.67,0.64,1988,tt0094793,Brain Damage,1988,R,84 min,"Comedy, Drama, Horror",6.5,"One morning, a young man wakes to find that a small, disgusting creature has attached itself to the base of his brain stem. The creature gives him a euphoric state of happiness but demands human victims in return.",Frank Henenlotter,/name/nm0376963/,"Rick Hearst, 
Gordon MacDonald, 
Jennifer Lowry, 
Theo Barnes","/name/nm0372556/,/name/nm0531737/,/name/nm0523330/,/name/nm0055799/",12100.0,
The Moderns,"Released May 27, 1988",0.81,0.63,1988,tt0095649,The Moderns,1988,R,126 min,"Comedy, Drama, Romance",6.6,"A struggling artist is hired to forge paintings, causing him to cross paths with his ex-wife and her powerful new husband.",Alan Rudolph,/name/nm0748928/,"Keith Carradine, 
Linda Fiorentino, 
Wallace Shawn, 
Geneviève Bujold","/name/nm0001018/,/name/nm0000400/,/name/nm0001728/,/name/nm0000991/",1897.0,2011497.0
The Blue Iguana,1988,0.0,0.38,1988,tt0094768,The Blue Iguana,1988,R,90 min,"Action, Comedy, Mystery",5.2,Two overzealous psychopathic US tax collectors blackmail bounty hunter Vince Holloway into stopping an illegal transfer of 20 Mio. dollars from a Mexican tax paradise into the USA. So he ...                See full summary »,John Lafia,/name/nm0480843/,"Dylan McDermott, 
Jessica Harper, 
James Russo, 
Pamela Gidley","/name/nm0001518/,/name/nm0363888/,/name/nm0751638/,/name/nm0317293/",565.0,161398.0
Lady in White,"Released Apr 27, 1988",0.71,0.69,1988,tt0095484,Lady in White,1988,PG-13,113 min,"Fantasy, Horror, Mystery",6.5,"An author tells the story of how, as a young boy growing up in a 1960s small town, he was haunted after witnessing the murder of a little girl.",Frank LaLoggia,/name/nm0482486/,"Lukas Haas, 
Len Cariou, 
Alex Rocco, 
Katherine Helmond","/name/nm0001305/,/name/nm0137230/,/name/nm0733678/,/name/nm0001340/",7511.0,1705139.0
Permanent Record,"Released Apr 22, 1988",0.47,0.69,1988,tt0095853,Permanent Record,1988,PG-13,91 min,"Drama, Music, Romance",6.3,"A man who seemingly has it all together, being smart, talented, funny, and popular, is secretly overwhelmed by expectations of himself and those of his parents, and suffers what is assumed to be a horrible accident.",Marisa Silver,/name/nm0798749/,"Alan Boyce, 
Keanu Reeves, 
Pamela Gidley, 
Michael Elgart","/name/nm0101621/,/name/nm0000206/,/name/nm0317293/,/name/nm0253371/",2173.0,1893139.0
Two Moon Junction,1988,0.0,0.49,1988,tt0096324,Two Moon Junction,1988,R,104 min,"Drama, Romance",5.0,"A young Southern débutante temporarily abandons her posh lifestyle and upcoming, semi-arranged marriage to have a lustful and erotic fling with a rugged drifter who works at a local carnival.",Zalman King,/name/nm0455394/,"Sherilyn Fenn, 
Richard Tyson, 
Louise Fletcher, 
Burl Ives","/name/nm0000145/,/name/nm0879186/,/name/nm0001221/,/name/nm0412322/",5894.0,1547397.0
The Unholy,1988,0.25,0.45,1988,tt0096340,The Unholy,1988,R,102 min,Horror,5.0,A priest battles a demon that kills sinners in the act of sinning.,Camilo Vila,/name/nm0897307/,"Ben Cross, 
Hal Holbrook, 
Ruben Rabasa, 
Nicole Fortier","/name/nm0002027/,/name/nm0001358/,/name/nm0704737/,/name/nm0287275/",1940.0,6337299.0
White Mischief,1987,0.8,0.54,1987,tt0094317,White Mischief,1987,R,107 min,"Crime, Drama, Mystery",6.4,"In 1940s Kenya, a married couple join other affluent British expatriates in a lifestyle of recklessness and excess, but soon find themselves in a troubling situation.",Michael Radford,/name/nm0705535/,"Sarah Miles, 
Joss Ackland, 
John Hurt, 
Greta Scacchi","/name/nm0587234/,/name/nm0000722/,/name/nm0000457/,/name/nm0000627/",2896.5,3107551.0
Sunset,"Released Apr 29, 1988",0.21,0.29,1988,tt0096193,Sunset,1988,R,102 min,"Crime, Mystery, Thriller",5.7,Tom Mix and Wyatt Earp team up to solve a murder at the Academy Awards in 1929 Hollywood.,Blake Edwards,/name/nm0001175/,"Bruce Willis, 
James Garner, 
Malcolm McDowell, 
Mariel Hemingway","/name/nm0000246/,/name/nm0001258/,/name/nm0000532/,/name/nm0000446/",4351.0,4594452.0
The House on Carroll Street,"Released Mar 4, 1988",0.71,0.27,1988,tt0095333,The House on Carroll Street,1988,PG,101 min,Thriller,6.1,"In 1950s America, an FBI agent and a blacklist victim uncover a plot to smuggle Nazi war criminals into the country.",Peter Yates,/name/nm0946811/,"Kelly McGillis, 
Jeff Daniels, 
Mandy Patinkin, 
Jessica Tandy","/name/nm0000534/,/name/nm0001099/,/name/nm0001597/,/name/nm0001788/",2631.0,459824.0
Dead Heat,"Released May 6, 1988",0.11,0.48,1988,tt0094961,Dead Heat,1988,R,84 min,"Action, Comedy, Horror",6.0,"A cop is killed investigating a strange case of resurrected corpses. His partner and a pathologist resurrect him, but he only has a limited time before he starts to decompose, and he uses it to chase down the diabolical man who killed him.",Mark Goldblatt,/name/nm0325358/,"Treat Williams, 
Joe Piscopo, 
Lindsay Frost, 
Darren McGavin","/name/nm0001852/,/name/nm0685472/,/name/nm0296534/,/name/nm0569000/",8497.0,3588626.0
Jack's Back,1988,0.71,0.38,1988,tt0095389,Jack's Back,1988,R,97 min,"Crime, Horror, Mystery",5.8,A serial killer in Los Angeles celebrates Jack the Ripper's 100th birthday by committing similar murders and only one has a chance of stopping him.,Rowdy Herrington,/name/nm0380705/,"James Spader, 
Cynthia Gibb, 
Jim Haynie, 
Robert Picardo","/name/nm0000652/,/name/nm0001269/,/name/nm0371579/,/name/nm0000585/",3656.0,492519.0
Salsa,"Released May 6, 1988",0.2,0.79,1988,tt0096030,Salsa,1988,PG,97 min,"Music, Romance",4.8,"As a young East Los Angeles Latino pursues his dream of becoming a great Salsa dancer, he is enraged to learn that his little sister is romantically involved with his best friend.",Boaz Davidson,/name/nm0203246/,"Draco Rosa, 
Rodney Harvey, 
Magali Alvarado, 
Miranda Garrison","/name/nm0740875/,/name/nm0367696/,/name/nm0023169/,/name/nm0308449/",1217.0,8892589.0
Wings of Desire,"Released Jan 1, 1987",0.95,0.93,1987,tt0093191,Wings of Desire,1987,PG-13,128 min,"Drama, Fantasy, Romance",8.0,"An angel tires of his purely ethereal life of merely overseeing the human activity of Berlin's residents, and longs for the tangible joys of physical existence when he falls in love with a mortal.",Wim Wenders,/name/nm0000694/,"Bruno Ganz, 
Solveig Dommartin, 
Otto Sander, 
Curt Bois","/name/nm0004486/,/name/nm0231652/,/name/nm0761420/,/name/nm0092290/",72601.0,3333969.0
Maniac Cop,"Released May 13, 1988",0.56,0.41,1988,tt0095583,Maniac Cop,1988,R,85 min,"Action, Crime, Horror",6.0,A killer dressed in a police uniform begins murdering innocent people on the streets of New York City.,William Lustig,/name/nm0527350/,"Tom Atkins, 
Bruce Campbell, 
Laurene Landon, 
Richard Roundtree","/name/nm0040662/,/name/nm0132257/,/name/nm0484929/,/name/nm0745780/",18100.0,671382.0
Willow,"Released May 20, 1988",0.53,0.8,1988,tt0096446,Willow,1988,PG,126 min,"Action, Adventure, Drama",7.2,A young farmer is chosen to undertake a perilous journey in order to protect a special baby from an evil queen.,Ron Howard,/name/nm0000165/,"Val Kilmer, 
Joanne Whalley, 
Warwick Davis, 
Jean Marsh","/name/nm0000174/,/name/nm0000695/,/name/nm0001116/,/name/nm0550577/",125533.0,57269863.0
Rambo III,"Released May 25, 1988",0.41,0.45,1988,tt0095956,Rambo III,1988,R,102 min,"Action, Adventure, Thriller",5.8,Rambo mounts a one-man mission to rescue his friend Colonel Trautman from the clutches of the formidable invading Soviet forces in Afghanistan.,Peter MacDonald,/name/nm0003423/,"Sylvester Stallone, 
Richard Crenna, 
Marc de Jonge, 
Kurtwood Smith","/name/nm0000230/,/name/nm0001077/,/name/nm0209030/,/name/nm0001748/",133821.0,53715611.0
Poltergeist III,1988,0.16,0.22,1988,tt0095889,Poltergeist III,1988,PG-13,98 min,"Horror, Thriller",4.7,"Carol Anne is staying with her aunt in a high-rise building, where the supernatural forces haunting her make their return.",Gary Sherman,/name/nm0792446/,"Heather O'Rourke, 
Tom Skerritt, 
Nancy Allen, 
Zelda Rubinstein","/name/nm0001576/,/name/nm0000643/,/name/nm0000262/,/name/nm0748289/",19236.0,14114488.0
The Presidio,1988,0.41,0.33,1988,tt0095897,The Presidio,1988,R,97 min,"Action, Crime, Mystery",5.9,A San Francisco civilian police detective is forced to work on a series of murders with his former enemy commanding officer while dating his daughter.,Peter Hyams,/name/nm0001382/,"Sean Connery, 
Mark Harmon, 
Meg Ryan, 
Jack Warden","/name/nm0000125/,/name/nm0001319/,/name/nm0000212/,/name/nm0912001/",19127.0,20036242.0
Bull Durham,"Released Jun 15, 1988",0.97,0.82,1988,tt0094812,Bull Durham,1988,R,108 min,"Comedy, Romance, Sport",7.0,A fan who has an affair with one minor-league baseball player each season meets an up-and-coming pitcher and the experienced catcher assigned to him.,Ron Shelton,/name/nm0005421/,"Kevin Costner, 
Susan Sarandon, 
Tim Robbins, 
Trey Wilson","/name/nm0000126/,/name/nm0000215/,/name/nm0000209/,/name/nm0934254/",56076.5,50888729.0
Bull Durham,"Released Jun 15, 1988",0.97,0.82,1988,tt0094812,Bull Durham,1988,U,108 min,"Comedy, Romance, Sport",7.0,A fan who has an affair with one minor-league baseball player each season meets an up-and-coming pitcher and the experienced catcher assigned to him.,Ron Shelton,/name/nm0005421/,"Kevin Costner, 
Susan Sarandon, 
Tim Robbins, 
Trey Wilson","/name/nm0000126/,/name/nm0000215/,/name/nm0000209/,/name/nm0934254/",56076.5,50888729.0
Waxwork,1988,0.6,0.47,1988,tt0096426,Waxwork,1988,R,95 min,"Comedy, Horror",6.1,A wax museum owner uses his horror exhibits to unleash evil on the world.,Anthony Hickox,/name/nm0382776/,"Zach Galligan, 
Deborah Foreman, 
Jennifer Bassey, 
Joe Baker","/name/nm0002090/,/name/nm0286033/,/name/nm0060257/,/name/nm0048589/",13209.0,808114.0
Short Circuit 2,1988,0.38,0.54,1988,tt0096101,Short Circuit 2,1988,PG,110 min,"Comedy, Drama, Family",5.7,Robot Johnny Five comes to the city and gets manipulated by criminals who want him for their own purposes.,Kenneth Johnson,/name/nm0425540/,"Fisher Stevens, 
Michael McKean, 
Tim Blaney, 
Cynthia Gibb","/name/nm0001770/,/name/nm0571106/,/name/nm0087456/,/name/nm0001269/",25885.5,21630088.0
Arthur 2: On the Rocks,"Released Jul 8, 1988",0.13,0.3,1988,tt0094678,Arthur 2: On the Rocks,1988,PG,113 min,"Comedy, Romance",4.6,"Arthur loses his fortune for staying with Linda, right as the two were preparing to adopt a child. As their marriage suffers, Arthur plans for a way to get his money back, but first he must sober up and get a real job.",Bud Yorkin,/name/nm0005570/,"Dudley Moore, 
Liza Minnelli, 
John Gielgud, 
Geraldine Fitzgerald","/name/nm0001545/,/name/nm0591485/,/name/nm0000024/,/name/nm0280242/",6564.0,14681192.0
Phantasm II,"Released Jul 8, 1988",0.33,0.57,1988,tt0095863,Phantasm II,1988,R,97 min,"Action, Fantasy, Horror",6.4,"Mike, now released from a psychiatric hospital, meets with Reggie, and discover his dreams ( the events of the original film) are real, and they both journey to find and stop the evil Tall Man from his grim work.",Don Coscarelli,/name/nm0181741/,"James Le Gros, 
Reggie Bannister, 
Angus Scrimm, 
Paula Irvine","/name/nm0001457/,/name/nm0052410/,/name/nm0780133/,/name/nm0410211/",15760.0,7282851.0
The Dead Pool,1988,0.53,0.44,1988,tt0094963,The Dead Pool,1988,R,91 min,"Action, Crime, Mystery",6.3,"Inspector ""Dirty"" Harry Callahan must stop a sick secret contest to murder local celebrities, which includes himself as a target.",Buddy Van Horn,/name/nm0887174/,"Clint Eastwood, 
Liam Neeson, 
Patricia Clarkson, 
Evan C. Kim","/name/nm0000142/,/name/nm0000553/,/name/nm0165101/,/name/nm0453447/",46870.0,37903295.0
Bambi,"Released Aug 21, 1942",0.91,0.73,1942,tt0034492,Bambi,1942,G,69 min,"Animation, Adventure, Drama",7.3,The story of a young deer growing up in the forest.,"James Algar, 
Samuel Armstrong, 
David Hand, 
Graham Heid, 
Bill Roberts, 
Paul Satterfield, 
Norman Wright, 
Arthur Davis, 
Clyde Geronimi",/name/nm0019282/,"Hardie Albright, 
Stan Alexander, 
Bobette Audrey, 
Peter Behn","/name/nm0035899/,/name/nm0359457/,/name/nm0373871/,/name/nm0730860/,/name/nm0766402/,/name/nm0942687/,/name/nm0204190/,/name/nm0314671/,/name/nm0017013/,/name/nm0018755/,/name/nm1027883/,/name/nm0066951/",146068.0,102797150.0
A Fish Called Wanda,"Released Jul 15, 1988",0.96,0.84,1988,tt0095159,A Fish Called Wanda,1988,R,108 min,"Comedy, Crime",7.5,"In London, four very different people team up on a jewel heist, then try to double-cross one another for the loot, complicated by their efforts to fool a very proper barrister.","Charles Crichton, 
John Cleese",/name/nm0187769/,"John Cleese, 
Jamie Lee Curtis, 
Kevin Kline, 
Michael Palin","/name/nm0000092/,/name/nm0000092/,/name/nm0000130/,/name/nm0000177/,/name/nm0001589/",145191.0,63493712.0
Midnight Run,"Released Jul 11, 1988",0.95,0.87,1988,tt0095631,Midnight Run,1988,R,126 min,"Action, Comedy, Crime",7.5,"A bounty hunter pursues a former Mafia accountant who is also being chased by a rival bounty hunter, the F.B.I., and his old mob boss after jumping bail.",Martin Brest,/name/nm0000976/,"Robert De Niro, 
Charles Grodin, 
Yaphet Kotto, 
John Ashton","/name/nm0000134/,/name/nm0001301/,/name/nm0001433/,/name/nm0039226/",88198.0,38413606.0
Big Top Pee-wee,"Released Jul 22, 1988",0.36,0.3,1988,tt0094744,Big Top Pee-wee,1988,PG,86 min,"Adventure, Comedy, Romance",5.0,"Pee-wee Herman is now a small-town farmer with a fiancée, but when a traveling circus comes to town, he finds himself falling for the trapeze artist.",Randal Kleiser,/name/nm0459170/,"Paul Reubens, 
Penelope Ann Miller, 
Kris Kristofferson, 
Valeria Golino","/name/nm0000607/,/name/nm0000542/,/name/nm0001434/,/name/nm0000420/",9476.0,15122324.0
Caddyshack II,"Released Jul 22, 1988",0.04,0.17,1988,tt0094824,Caddyshack II,1988,,98 min,"Comedy, Sport",3.8,"When a crass new-money tycoon's membership application is turned down at a snooty country club, he retaliates by buying the club and turning it into a tacky amusement park.",Allan Arkush,/name/nm0035106/,"Jackie Mason, 
Robert Stack, 
Dyan Cannon, 
Dina Merrill","/name/nm0556750/,/name/nm0821041/,/name/nm0001007/,/name/nm0581277/",16018.0,11798302.0
Monkey Shines,"Released Jul 29, 1988",0.53,0.41,1988,tt0095652,Monkey Shines,1988,R,113 min,"Drama, Horror, Sci-Fi",6.2,"A quadriplegic man has a trained monkey help him with his paralysis, until the little monkey begins to develop feelings, and rage, against its new master.",George A. Romero,/name/nm0001681/,"Jason Beghe, 
John Pankow, 
Kate McNeil, 
Joyce Van Patten","/name/nm0000892/,/name/nm0659601/,/name/nm0573896/,/name/nm0887696/",12260.0,5344577.0
The New Adventures of Pippi Longstocking,1988,0.17,0.68,1988,tt0093744,The New Adventures of Pippi Longstocking,1988,G,100 min,"Adventure, Family, Fantasy",5.8,"After her father's ship is carried off by a sudden storm, the spunky Pippi Longstocking is stranded with her horse, Alfonso, and monkey, Mr. Nilsson, and takes up residence in the old ...                See full summary »",Ken Annakin,/name/nm0002175/,"Tami Erin, 
David Seaman, 
Cory Crow, 
Eileen Brennan","/name/nm0259433/,/name/nm0780587/,/name/nm0189532/,/name/nm0107281/",4376.0,3569939.0
The Blob,"Released Sep 12, 1958",0.68,0.52,1958,tt0051418,The Blob,1958,Approved,86 min,"Horror, Sci-Fi",6.3,An alien lifeform consumes everything in its path as it grows and grows.,"Irvin S. Yeaworth Jr., 
Russell S. Doughten Jr.",/name/nm0947105/,"Steve McQueen, 
Aneta Corsaut, 
Earl Rowe, 
Olin Howland","/name/nm0234893/,/name/nm0000537/,/name/nm0181080/,/name/nm0746505/,/name/nm0398250/",27398.0,
Vibes,1988,0.13,0.62,1988,tt0096378,Vibes,1988,PG,99 min,"Adventure, Comedy, Romance",5.7,"Two psychics are hired to find the location of a lost Incan city Located somewhere in the Ecuadorian mountains, that is said to hide a great treasure.",Ken Kwapis,/name/nm0477129/,"Cyndi Lauper, 
Jeff Goldblum, 
Ramon Bieri, 
Michael Lerner","/name/nm0490980/,/name/nm0000156/,/name/nm0081560/,/name/nm0503627/",4757.0,1883811.0
Mac and Me,"Released Aug 12, 1988",0.07,0.38,1988,tt0095560,Mac and Me,1988,PG,99 min,"Adventure, Comedy, Family",3.3,An alien trying to escape from NASA is befriended by a wheelchair-bound boy.,Stewart Raffill,/name/nm0706296/,"Christine Ebersole, 
Jonathan Ward, 
Tina Caspary, 
Lauren Stanley","/name/nm0002056/,/name/nm0911644/,/name/nm0143836/,/name/nm0822539/",13536.0,6424112.0
Tucker: The Man and His Dream,"Released Aug 12, 1988",0.81,0.68,1988,tt0096316,Tucker: The Man and His Dream,1988,PG,110 min,"Biography, Comedy, Drama",6.9,"The story of Preston Tucker, the maverick car designer and his ill-fated challenge to the auto industry with his revolutionary car concept.",Francis Ford Coppola,/name/nm0000338/,"Jeff Bridges, 
Joan Allen, 
Martin Landau, 
Frederic Forrest","/name/nm0000313/,/name/nm0000260/,/name/nm0001445/,/name/nm0002078/",20739.0,19652638.0
Young Guns,"Released Aug 12, 1988",0.43,0.76,1988,tt0096487,Young Guns,1988,R,107 min,"Action, Western",6.8,"A group of young gunmen, led by Billy the Kid, become deputies to avenge the murder of the rancher who became their benefactor. But when Billy takes their authority too far, they become the hunted.",Christopher Cain,/name/nm0128883/,"Emilio Estevez, 
Kiefer Sutherland, 
Lou Diamond Phillips, 
Charlie Sheen","/name/nm0000389/,/name/nm0000662/,/name/nm0001617/,/name/nm0000221/",63684.0,45661556.0
Married to the Mob,"Released Aug 19, 1988",0.88,0.49,1988,tt0095593,Married to the Mob,1988,R,104 min,"Comedy, Crime, Romance",6.2,"A mobster's wife hates her lifestyle, but gets a chance to change it when her husband is killed - if the Long Island mob and the FBI let her.",Jonathan Demme,/name/nm0001129/,"Michelle Pfeiffer, 
Alec Baldwin, 
Paul Lazar, 
Captain Haggerty","/name/nm0000201/,/name/nm0000285/,/name/nm0493684/,/name/nm0353614/",18467.5,21486757.0
