title,release_date,critic_score,audience_score,release_year,movie_id,movie_name,year,certificate,runtime,genre,rating,description,director,director_id,star,star_id,votes,gross(in $)
Gods and Monsters,"Released Jan 21, 1998",0.96,0.82,1998,tt0120684,Gods and Monsters,1998,R,105 min,"Biography, Drama",7.3,The last days of Frankenstein (1931) director James Whale are explored.,Bill Condon,/name/nm0174374/,"Ian McKellen, 
Brendan Fraser, 
Lynn Redgrave, 
Lolita Davidovich","/name/nm0005212/,/name/nm0000409/,/name/nm0001655/,/name/nm0000357/",31647.0,6390032.0
Dancing at Lughnasa,"Released Sep 12, 1998",0.6,0.58,1998,tt0120643,Dancing at Lughnasa,1998,PG,95 min,"Drama, Romance",6.3,Five unmarried sisters make the most of their simple existence in rural Ireland in the 1930s.,Pat O'Connor,/name/nm0640466/,"Meryl Streep, 
Michael Gambon, 
Gerard McSorley, 
Catherine McCormack","/name/nm0000658/,/name/nm0002091/,/name/nm0574561/,/name/nm0001517/",3868.0,2285194.0
I Still Know What You Did Last Summer,"Released Nov 13, 1998",0.07,0.29,1998,tt0130018,I Still Know What You Did Last Summer,1998,R,100 min,"Horror, Mystery, Thriller",4.7,"The murderous fisherman with a hook is back to once again stalk the two surviving teens, Julie and Ray, who had left him for dead, as well as cause even more murder and mayhem, this time at a posh island resort.",Danny Cannon,/name/nm0134176/,"Jennifer Love Hewitt, 
Freddie Prinze Jr., 
Brandy Norwood, 
Mekhi Phifer","/name/nm0001349/,/name/nm0005327/,/name/nm0005275/,/name/nm0001616/",75475.0,40002112.0
Meet Joe Black,"Released Nov 2, 1998",0.46,0.81,1998,tt0119643,Meet Joe Black,1998,PG-13,178 min,"Drama, Fantasy, Romance",7.2,"Death, who takes the form of a young man killed in an accident, asks a media mogul to act as his guide to teach him about life on Earth and, in the process, he falls in love with the mogul's daughter.",Martin Brest,/name/nm0000976/,"Brad Pitt, 
Anthony Hopkins, 
Claire Forlani, 
Jake Weber","/name/nm0000093/,/name/nm0000164/,/name/nm0001231/,/name/nm0916617/",247634.0,44619100.0
Enemy of the State,"Released Nov 20, 1998",0.71,0.78,1998,tt0120660,Enemy of the State,1998,R,132 min,"Action, Thriller",7.3,A lawyer becomes targeted by a corrupt politician and his N.S.A. goons when he accidentally receives key evidence to a politically motivated crime.,Tony Scott,/name/nm0001716/,"Will Smith, 
Gene Hackman, 
Jon Voight, 
Lisa Bonet","/name/nm0000226/,/name/nm0000432/,/name/nm0000685/,/name/nm0000956/",247984.0,111549836.0
The Rugrats Movie,"Released Nov 20, 1998",0.59,0.5,1998,tt0134067,The Rugrats Movie,1998,G,79 min,"Animation, Adventure, Comedy",5.9,The babies gets lost in the forest after Tommy Pickles gets a new baby brother.,"Igor Kovalyov, 
Norton Virgien",/name/nm0468335/,"Elizabeth Daily, 
Christine Cavanaugh, 
Kath Soucie, 
Melanie Chartoff","/name/nm0899329/,/name/nm0197354/,/name/nm0004815/,/name/nm0815718/,/name/nm0153589/",19854.5,100494675.0
Babe: Pig in the City,"Released Nov 25, 1998",0.65,0.41,1998,tt0120595,Babe: Pig in the City,1998,PG,97 min,"Adventure, Comedy, Drama",5.8,"Babe, fresh from his victory in the sheepherding contest, returns to Farmer Hoggett's farm, but after Farmer Hoggett is injured and unable to work, Babe has to go to the big city to save the farm.",George Miller,/name/nm0004306/,"Magda Szubanski, 
Elizabeth Daily, 
Mickey Rooney, 
James Cromwell","/name/nm0844294/,/name/nm0197354/,/name/nm0001682/,/name/nm0000342/",34178.0,18319860.0
Home Fries,"Released Nov 25, 1998",0.31,0.34,1998,tt0119304,Home Fries,1998,PG-13,91 min,"Comedy, Drama, Romance",5.1,Pregnant Sally unknowingly falls for the stepson of the deceased father of her baby and has to deal with his homicidal family.,Dean Parisot,/name/nm0661751/,"Drew Barrymore, 
Luke Wilson, 
Catherine O'Hara, 
Jake Busey","/name/nm0000106/,/name/nm0005561/,/name/nm0001573/,/name/nm0000998/",8687.0,10443316.0
Very Bad Things,"Released Nov 25, 1998",0.41,0.58,1998,tt0124198,Very Bad Things,1998,R,100 min,"Comedy, Crime, Thriller",6.3,A prostitute is killed during a bachelor party and the attendees turn on each other as the wedding approaches.,Peter Berg,/name/nm0000916/,"Christian Slater, 
Daniel Stern, 
Cameron Diaz, 
Jon Favreau","/name/nm0000225/,/name/nm0827663/,/name/nm0000139/,/name/nm0269463/",47745.0,9801782.0
Little Voice,"Released Dec 4, 1998",0.8,0.74,1998,tt0147004,Little Voice,1998,R,97 min,"Comedy, Drama, Music",7.0,"A shy reclusive lady is convinced by an invisible entity to sing. Subsequently, she finds herself noticed by a sleazy talent agent and her talent being showcased on-stage. She also meets a kind but nervous man who becomes her best friend.",Mark Herman,/name/nm0379179/,"Brenda Blethyn, 
Jane Horrocks, 
Michael Caine, 
Ewan McGregor","/name/nm0000950/,/name/nm0001363/,/name/nm0000323/,/name/nm0000191/",16768.0,4595000.0
Psycho,"Released Jun 16, 1960",0.97,0.95,1960,tt0054215,Psycho,1960,R,109 min,"Horror, Mystery, Thriller",8.5,"A Phoenix secretary embezzles $40,000 from her employer's client, goes on the run and checks into a remote motel run by a young man under the domination of his mother.",Alfred Hitchcock,/name/nm0000033/,"Anthony Perkins, 
Janet Leigh, 
Vera Miles, 
John Gavin","/name/nm0000578/,/name/nm0001463/,/name/nm0587256/,/name/nm0001260/",677535.0,32000000.0
Shakespeare in Love,"Released Dec 25, 1998",0.92,0.8,1998,tt0138097,Shakespeare in Love,1998,R,123 min,"Comedy, Drama, History",7.1,"The world's greatest ever playwright, William Shakespeare, is young, out of ideas and short of cash, but meets his ideal woman and is inspired to write one of his most famous plays.",John Madden,/name/nm0006960/,"Gwyneth Paltrow, 
Joseph Fiennes, 
Geoffrey Rush, 
Tom Wilkinson","/name/nm0000569/,/name/nm0001212/,/name/nm0001691/,/name/nm0929489/",227541.5,100317794.0
Star Trek: Insurrection,"Released Dec 11, 1998",0.55,0.44,1998,tt0120844,Star Trek: Insurrection,1998,PG,103 min,"Action, Adventure, Sci-Fi",6.4,"When the crew of the Enterprise learn of a Federation conspiracy against the inhabitants of a unique planet, Captain Picard begins an open rebellion.",Jonathan Frakes,/name/nm0000408/,"Patrick Stewart, 
Jonathan Frakes, 
Brent Spiner, 
LeVar Burton","/name/nm0001772/,/name/nm0000408/,/name/nm0000653/,/name/nm0000996/",76410.5,70117571.0
The Prince of Egypt,"Released Dec 18, 1998",0.79,0.9,1998,tt0120794,The Prince of Egypt,1998,PG,99 min,"Animation, Adventure, Drama",7.2,Egyptian Prince Moses learns of his identity as a Hebrew and his destiny to become the chosen deliverer of his people.,"Brenda Chapman, 
Steve Hickner, 
Simon Wells",/name/nm0152312/,"Val Kilmer, 
Ralph Fiennes, 
Michelle Pfeiffer, 
Sandra Bullock","/name/nm9054338/,/name/nm0920425/,/name/nm0000174/,/name/nm0000146/,/name/nm0000201/,/name/nm0000113/",135912.0,101217900.0
You've Got Mail,"Released Dec 18, 1998",0.7,0.73,1998,tt0128853,You've Got Mail,1998,PG,119 min,"Comedy, Drama, Romance",6.7,"Book superstore magnate Joe Fox and independent book shop owner Kathleen Kelly fall in love in the anonymity of the Internet, both blissfully unaware that he's trying to put her out of business.",Nora Ephron,/name/nm0001188/,"Tom Hanks, 
Meg Ryan, 
Greg Kinnear, 
Parker Posey","/name/nm0000158/,/name/nm0000212/,/name/nm0001427/,/name/nm0000205/",218704.0,115821495.0
The Faculty,"Released Nov 12, 1998",0.58,0.57,1998,tt0133751,The Faculty,1998,R,104 min,"Horror, Mystery, Sci-Fi",6.6,"When Casey Connor, Herrington High School's newspaper photographer, witnesses the murder of a nurse and sees her alive again, he decides to investigate the bizarre happenings.",Robert Rodriguez,/name/nm0001675/,"Jordana Brewster, 
Clea DuVall, 
Laura Harris, 
Josh Hartnett","/name/nm0108287/,/name/nm0245112/,/name/nm0364977/,/name/nm0001326/",126468.0,40064955.0
Star Wars: Episode I - The Phantom Menace,"Released May 19, 1999",0.52,0.59,1999,tt0120915,Star Wars: Episode I - The Phantom Menace,1999,PG,136 min,"Action, Adventure, Fantasy",6.5,"Two Jedi escape a hostile blockade to find allies and come across a young boy who may bring balance to the Force, but the long dormant Sith resurface to claim their original glory.",George Lucas,/name/nm0000184/,"Ewan McGregor, 
Liam Neeson, 
Natalie Portman, 
Jake Lloyd","/name/nm0000191/,/name/nm0000553/,/name/nm0000204/,/name/nm0005157/",813518.5,474544677.0
The Sixth Sense,"Released Aug 6, 1999",0.86,0.9,1999,tt0167404,The Sixth Sense,1999,PG-13,107 min,"Drama, Mystery, Thriller",8.2,"A frightened, withdrawn Philadelphia boy who communicates with spirits seeks the help of a disheartened child psychologist.",M. Night Shyamalan,/name/nm0796117/,"Bruce Willis, 
Haley Joel Osment, 
Toni Collette, 
Olivia Williams","/name/nm0000246/,/name/nm0005286/,/name/nm0001057/,/name/nm0931404/",999364.0,293506292.0
Toy Story 2,"Released Nov 24, 1999",1.0,0.87,1999,tt0120363,Toy Story 2,1999,G,92 min,"Animation, Adventure, Comedy",7.9,"When Woody is stolen by a toy collector, Buzz and his friends set out on a rescue mission to save Woody before he becomes a museum toy property with his roundup gang Jessie, Prospector, and Bullseye.","John Lasseter, 
Ash Brannon, 
Lee Unkrich",/name/nm0005124/,"Tom Hanks, 
Tim Allen, 
Joan Cusack, 
Kelsey Grammer","/name/nm0105169/,/name/nm0881279/,/name/nm0000158/,/name/nm0000741/,/name/nm0000349/,/name/nm0001288/",588605.5,245852179.0
Austin Powers: The Spy Who Shagged Me,"Released Jun 11, 1999",0.53,0.71,1999,tt0145660,Austin Powers: The Spy Who Shagged Me,1999,PG-13,95 min,"Action, Adventure, Comedy",6.6,"Dr. Evil is back and has invented a new time machine that allows him to go back to the 1960s and steal Austin Powers' mojo, inadvertently leaving him ""shagless"".",Jay Roach,/name/nm0005366/,"Mike Myers, 
Heather Graham, 
Michael York, 
Robert Wagner","/name/nm0000196/,/name/nm0001287/,/name/nm0001868/,/name/nm0001822/",237661.0,206040086.0
Tarzan,"Released Jun 18, 1999",0.89,0.75,1999,tt0120855,Tarzan,1999,G,88 min,"Animation, Adventure, Comedy",7.3,A man raised by gorillas must decide where he really belongs when he discovers he is a human.,"Chris Buck, 
Kevin Lima",/name/nm0118333/,"Tony Goldwyn, 
Minnie Driver, 
Brian Blessed, 
Glenn Close","/name/nm0510674/,/name/nm0001282/,/name/nm0000378/,/name/nm0000306/,/name/nm0000335/",231404.0,171091819.0
The Mummy,"Released May 7, 1999",0.62,0.75,1999,tt0120616,The Mummy,1999,PG-13,124 min,"Action, Adventure, Fantasy",7.1,"At an archaeological dig in the ancient city of Hamunaptra, an American serving in the French Foreign Legion accidentally awakens a mummy who begins to wreak havoc as he searches for the reincarnation of his long-lost love.",Stephen Sommers,/name/nm0814085/,"Brendan Fraser, 
Rachel Weisz, 
John Hannah, 
Arnold Vosloo","/name/nm0000409/,/name/nm0001838/,/name/nm0001314/,/name/nm0903677/",436705.0,155247825.0
Runaway Bride,"Released Jul 30, 1999",0.46,0.52,1999,tt0163187,Runaway Bride,1999,PG,116 min,"Comedy, Romance",5.6,A reporter is assigned to write a story about a woman who has left a string of fiancés at the altar.,Garry Marshall,/name/nm0005190/,"Julia Roberts, 
Richard Gere, 
Joan Cusack, 
Hector Elizondo","/name/nm0000210/,/name/nm0000152/,/name/nm0000349/,/name/nm0001185/",100561.0,152257509.0
The Blair Witch Project,"Released Jan 25, 1999",0.86,0.57,1999,tt0185937,The Blair Witch Project,1999,R,81 min,"Horror, Mystery",6.5,"Three film students vanish after traveling into a Maryland forest to film a documentary on the local Blair Witch legend, leaving only their footage behind.","Daniel Myrick, 
Eduardo Sánchez",/name/nm0617130/,"Heather Donahue, 
Michael C. Williams, 
Joshua Leonard, 
Bob Griffin","/name/nm0844896/,/name/nm0231946/,/name/nm0931321/,/name/nm0502671/,/name/nm1482809/",266695.0,140539099.0
In Dreams,"Released Jan 15, 1999",0.25,0.4,1999,tt0120710,In Dreams,1999,R,100 min,"Drama, Fantasy, Thriller",5.5,"A suburban housewife learns that she has a dreamworld connection to a serial murderer, and must stop him from killing again.",Neil Jordan,/name/nm0001403/,"Annette Bening, 
Robert Downey Jr., 
Katie Sagona, 
Aidan Quinn","/name/nm0000906/,/name/nm0000375/,/name/nm0756218/,/name/nm0001644/",13255.0,12017369.0
Varsity Blues,"Released Jan 15, 1999",0.45,0.76,1999,tt0139699,Varsity Blues,1999,R,106 min,"Comedy, Drama, Romance",6.5,A back-up quarterback is chosen to lead a Texas football team to victory after the star quarterback is injured.,Brian Robbins,/name/nm0005367/,"James Van Der Beek, 
Jon Voight, 
Paul Walker, 
Ron Lester","/name/nm0004735/,/name/nm0000685/,/name/nm0908094/,/name/nm0504516/",47066.5,52885587.0
She's All That,"Released Jan 29, 1999",0.41,0.55,1999,tt0160862,She's All That,1999,PG-13,95 min,"Comedy, Romance",5.9,A high school jock makes a bet that he can turn an unattractive girl into the school's prom queen.,Robert Iscove,/name/nm0410769/,"Freddie Prinze Jr., 
Rachael Leigh Cook, 
Matthew Lillard, 
Paul Walker","/name/nm0005327/,/name/nm0000337/,/name/nm0000498/,/name/nm0908094/",98511.0,63366989.0
Simply Irresistible,"Released Feb 5, 1999",0.16,0.54,1999,tt0145893,Simply Irresistible,1999,PG-13,96 min,"Comedy, Drama, Fantasy",5.2,"A magical crab works wonders for a terrible chef's culinary skills, leading her towards the man of her dreams.",Mark Tarlov,/name/nm0850516/,"Sarah Michelle Gellar, 
Sean Patrick Flanery, 
Patricia Clarkson, 
Dylan Baker","/name/nm0001264/,/name/nm0001218/,/name/nm0165101/,/name/nm0048414/",14344.5,4394936.0
Message in a Bottle,"Released Feb 12, 1999",0.32,0.66,1999,tt0139462,Message in a Bottle,1999,PG-13,126 min,"Drama, Romance",6.2,"A woman discovers a tragic love letter in a bottle on a beach, and is determined to track down its author.",Luis Mandoki,/name/nm0001502/,"Kevin Costner, 
Robin Wright, 
Paul Newman, 
John Savage","/name/nm0000126/,/name/nm0000705/,/name/nm0000056/,/name/nm0001698/",39236.0,52880016.0
My Favorite Martian,"Released Feb 12, 1999",0.12,0.31,1999,tt0120764,My Favorite Martian,1999,PG,94 min,"Comedy, Family, Sci-Fi",5.1,A Martian lands on Earth and makes friends with a reporter.,Donald Petrie,/name/nm0677953/,"Christopher Lloyd, 
Jeff Daniels, 
Elizabeth Hurley, 
Daryl Hannah","/name/nm0000502/,/name/nm0001099/,/name/nm0000167/,/name/nm0000435/",13893.0,36830057.0
Jawbreaker,"Released Jan 30, 1999",0.14,0.55,1999,tt0155776,Jawbreaker,1999,R,86 min,"Comedy, Crime, Thriller",5.6,Three of the most popular girls at Reagan High accidentally kill the prom queen with a jawbreaker when a kidnapping goes horribly wrong.,Darren Stein,/name/nm0825434/,"Rose McGowan, 
Rebecca Gayheart, 
Julie Benz, 
Alexandra Adi","/name/nm0000535/,/name/nm0001261/,/name/nm0004748/,/name/nm0004301/",27227.0,3071947.0
October Sky,"Released Feb 19, 1999",0.91,0.88,1999,tt0132477,October Sky,1999,PG,108 min,"Biography, Drama, Family",7.8,"The true story of Homer Hickam, a coal miner's son who was inspired by the first Sputnik launch to take up rocketry against his father's wishes.",Joe Johnston,/name/nm0002653/,"Jake Gyllenhaal, 
Chris Cooper, 
Laura Dern, 
Chris Owen","/name/nm0350453/,/name/nm0177933/,/name/nm0000368/,/name/nm0654104/",93272.0,32481825.0
200 Cigarettes,1999,0.3,0.59,1999,tt0137338,200 Cigarettes,1999,R,101 min,"Comedy, Drama, Romance",5.9,"A collection of twentysomethings try to cope with relationships, loneliness, desire and their individual neuroses.",Risa Bramon Garcia,/name/nm0305405/,"Ben Affleck, 
Casey Affleck, 
Dave Chappelle, 
Guillermo Diaz","/name/nm0000255/,/name/nm0000729/,/name/nm0152638/,/name/nm0246585/",15866.0,6851636.0
8MM,"Released Feb 26, 1999",0.23,0.52,1999,tt0134273,8MM,1999,R,123 min,"Crime, Drama, Mystery",6.5,"A private investigator is hired to discover if a ""snuff film"" is authentic or not.",Joel Schumacher,/name/nm0001708/,"Nicolas Cage, 
Joaquin Phoenix, 
James Gandolfini, 
Peter Stormare","/name/nm0000115/,/name/nm0001618/,/name/nm0001254/,/name/nm0001780/",135522.0,36663315.0
The Other Sister,"Released Feb 26, 1999",0.29,0.71,1999,tt0123209,The Other Sister,1999,PG-13,129 min,"Comedy, Drama, Romance",6.4,A mentally challenged young woman seeks independence by obtaining her own apartment and attending college while her family plans her sister's wedding.,Garry Marshall,/name/nm0005190/,"Juliette Lewis, 
Diane Keaton, 
Giovanni Ribisi, 
Tom Skerritt","/name/nm0000496/,/name/nm0000473/,/name/nm0000610/,/name/nm0000643/",12711.0,27797271.0
Analyze This,"Released Mar 5, 1999",0.69,0.62,1999,tt0122933,Analyze This,1999,R,103 min,"Comedy, Crime",6.7,A comedy about a psychiatrist whose number-one patient is an insecure mob boss.,Harold Ramis,/name/nm0000601/,"Robert De Niro, 
Billy Crystal, 
Lisa Kudrow, 
Chazz Palminteri","/name/nm0000134/,/name/nm0000345/,/name/nm0001435/,/name/nm0001590/",156563.0,106885658.0
Cruel Intentions,"Released Mar 5, 1999",0.53,0.8,1999,tt0139134,Cruel Intentions,1999,R,97 min,"Drama, Romance",6.8,Two vicious step-siblings of an elite Manhattan prep school make a wager: to deflower the new headmaster's daughter before the start of term.,Roger Kumble,/name/nm0474955/,"Sarah Michelle Gellar, 
Ryan Phillippe, 
Reese Witherspoon, 
Selma Blair","/name/nm0001264/,/name/nm0000202/,/name/nm0000702/,/name/nm0004757/",195656.0,38328567.0
"Lock, Stock and Two Smoking Barrels","Released Mar 5, 1998",0.75,0.93,1998,tt0120735,"Lock, Stock and Two Smoking Barrels",1998,R,107 min,"Action, Comedy, Crime",8.2,"Eddy persuades his three pals to pool money for a vital poker game against a powerful local mobster, Hatchet Harry. Eddy loses, after which Harry gives him a week to pay back 500,000 pounds.",Guy Ritchie,/name/nm0005363/,"Jason Flemyng, 
Dexter Fletcher, 
Nick Moran, 
Jason Statham","/name/nm0002076/,/name/nm0002077/,/name/nm0602941/,/name/nm0005458/",587827.0,3897569.0
Baby Geniuses,"Released Mar 12, 1999",0.02,0.25,1999,tt0118665,Baby Geniuses,1999,PG,97 min,"Comedy, Crime, Family",2.5,"Scientists hold super intelligent talking babies captive, but things take a turn for the worse when a mix-up occurs between a baby genius and its twin.",Bob Clark,/name/nm0163706/,"Kathleen Turner, 
Christopher Lloyd, 
Kim Cattrall, 
Peter MacNicol","/name/nm0000678/,/name/nm0000502/,/name/nm0000326/,/name/nm0001493/",26847.0,27141959.0
The Corruptor,"Released Mar 12, 1999",0.48,0.43,1999,tt0142192,The Corruptor,1999,R,110 min,"Action, Crime, Thriller",6.0,"With the aid from a New York City policeman, a top immigrant cop tries to stop drug-trafficking and corruption by immigrant Chinese Triads, but things get complicated when the Triads try to bribe the policeman.",James Foley,/name/nm0001226/,"Chow Yun-Fat, 
Mark Wahlberg, 
Ric Young, 
Paul Ben-Victor","/name/nm0000334/,/name/nm0000242/,/name/nm0949521/,/name/nm0070115/",18678.0,15156200.0
The Rage: Carrie 2,1999,0.23,0.33,1999,tt0144814,The Rage: Carrie 2,1999,R,104 min,"Drama, Horror, Sci-Fi",4.7,"A horrible massacre strikes up after an outcast teenage girl is taunted by a group of high school jocks, all of them unaware of her cutthroat telekinetic powers.","Katt Shea, 
Robert Mandel",/name/nm0002240/,"Emily Bergl, 
Jason London, 
Dylan Bruno, 
J. Smith-Cameron","/name/nm0541677/,/name/nm0004749/,/name/nm0518715/,/name/nm0116465/,/name/nm0810397/",16968.0,17762705.0
Wing Commander,"Released Mar 12, 1999",0.1,0.26,1999,tt0131646,Wing Commander,1999,PG-13,100 min,"Action, Adventure, Sci-Fi",4.3,"Blair, a fighter pilot, joins an interstellar war to fight the evil Kilrathi who are trying to destroy the universe.",Chris Roberts,/name/nm0730932/,"Freddie Prinze Jr., 
Matthew Lillard, 
Saffron Burrows, 
Tchéky Karyo","/name/nm0005327/,/name/nm0000498/,/name/nm0004787/,/name/nm0001409/",17017.0,11576087.0
Forces of Nature,"Released Mar 19, 1999",0.46,0.34,1999,tt0141098,Forces of Nature,1999,PG-13,105 min,"Comedy, Romance",5.5,A soon-to-be-married man encounters an exciting stranger after his plane suffers an accident on takeoff.,Bronwen Hughes,/name/nm0400486/,"Sandra Bullock, 
Ben Affleck, 
Maura Tierney, 
Steve Zahn","/name/nm0000113/,/name/nm0000255/,/name/nm0005491/,/name/nm0001872/",34892.0,52888180.0
The King and I,"Released Mar 19, 1999",0.13,0.41,1999,tt0160429,The King and I,1999,G,88 min,"Animation, Family, Fantasy",4.3,"Traveling to the exotic kingdom of Siam, English schoolteacher Anna Leonowens soon discovers that her most difficult challenge is the stubborn, imperious King himself.",Richard Rich,/name/nm0723704/,"Miranda Richardson, 
Martin Vidnovic, 
Christiane Noll, 
Ian Richardson","/name/nm0001669/,/name/nm0896517/,/name/nm0634455/,/name/nm0007183/",4173.0,11956538.0
Ravenous,1999,0.52,0.78,1999,tt0129332,Ravenous,1999,R,101 min,"Adventure, Horror, Western",6.9,"In a remote military outpost in the 19th century, Captain John Boyd and his regiment embark on a rescue mission which takes a dark turn when they are ambushed by a sadistic cannibal.",Antonia Bird,/name/nm0000944/,"Guy Pearce, 
Robert Carlyle, 
David Arquette, 
Jeremy Davies","/name/nm0001602/,/name/nm0001015/,/name/nm0000274/,/name/nm0001111/",40977.0,2060953.0
Doug's 1st Movie,"Released Mar 19, 1999",0.28,0.28,1999,tt0187819,Doug's 1st Movie,1999,G,77 min,"Animation, Adventure, Comedy",4.9,Doug and his pal Skeeter set out to find the monster of Lucky Duck Lake.,Maurice Joyce,/name/nm0431570/,"Thomas McHugh, 
Fred Newman, 
Chris Phillips, 
Constance Shulman","/name/nm0570487/,/name/nm0628091/,/name/nm0680303/,/name/nm0795723/",3383.5,19421271.0
The Mod Squad,"Released Mar 26, 1999",0.03,0.17,1999,tt0120757,The Mod Squad,1999,R,92 min,"Action, Crime, Thriller",4.3,"Three problem teens sent to jail are offered a deal to work with an undercover cop, uncover an intricate drug ring and are caught in a deadly set-up. With cops on their trail, they have little time to solve the case and clear their names.",Scott Silver,/name/nm0798788/,"Claire Danes, 
Omar Epps, 
Giovanni Ribisi, 
Dennis Farina","/name/nm0000132/,/name/nm0004898/,/name/nm0000610/,/name/nm0001199/",9248.0,13260050.0
10 Things I Hate About You,"Released Mar 31, 1999",0.71,0.69,1999,tt0147800,10 Things I Hate About You,1999,PG-13,97 min,"Comedy, Drama, Romance",7.3,"A pretty, popular teenager can't go out on a date until her ill-tempered older sister does.",Gil Junger,/name/nm0432627/,"Heath Ledger, 
Julia Stiles, 
Joseph Gordon-Levitt, 
Larisa Oleynik","/name/nm0005132/,/name/nm0005466/,/name/nm0330687/,/name/nm0646351/",352174.0,38176108.0
Never Been Kissed,"Released Apr 9, 1999",0.55,0.69,1999,tt0151738,Never Been Kissed,1999,PG-13,107 min,"Comedy, Drama, Romance",6.0,A newspaper reporter enrolls in high school as part of research for a story.,Raja Gosnell,/name/nm0331532/,"Drew Barrymore, 
David Arquette, 
Michael Vartan, 
Molly Shannon","/name/nm0000106/,/name/nm0000274/,/name/nm0890232/,/name/nm0788340/",93264.0,55474756.0
Goodbye Lover,1998,0.29,0.38,1998,tt0119219,Goodbye Lover,1998,R,102 min,"Comedy, Crime, Mystery",5.6,"Sandra is married to Jake, an alcoholic executive, but has a secret relationship with her brother-in-law Ben, who is attracted to Peggy, a woman who hides a dark side known to few. When Sandra finds out, Ben mysteriously disappears.",Roland Joffé,/name/nm0423646/,"Patricia Arquette, 
Dermot Mulroney, 
Mary-Louise Parker, 
Ellen DeGeneres","/name/nm0000099/,/name/nm0000551/,/name/nm0000571/,/name/nm0001122/",4147.0,1923061.0
Hideous Kinky,"Released Apr 26, 1998",0.66,0.6,1998,tt0136244,Hideous Kinky,1998,R,98 min,"Adventure, Drama, Romance",6.0,"Unsatisfied with her life in England, young mother Julia relocates to Morocco with her small daughters, Lucy and Bea. Although the family enjoys various adventures, they struggle to make ends meet.",Gillies MacKinnon,/name/nm0533564/,"Kate Winslet, 
Bella Riza, 
Saïd Taghmaoui, 
Carrie Mullan","/name/nm0000701/,/name/nm0729763/,/name/nm0846548/,/name/nm0611925/",6773.5,1262786.0
Life,"Released Apr 16, 1999",0.52,0.77,1999,tt0123964,Life,1999,R,108 min,"Comedy, Crime, Drama",6.8,"In 1932, two strangers are wrongfully convicted and develop a strong friendship in prison that lasts them through the 20th century.",Ted Demme,/name/nm0001130/,"Eddie Murphy, 
Martin Lawrence, 
Obba Babatundé, 
Nick Cassavetes","/name/nm0000552/,/name/nm0001454/,/name/nm0044762/,/name/nm0001024/",52042.0,63844974.0
Election,"Released May 7, 1999",0.92,0.79,1999,tt0126886,Election,1999,R,103 min,"Comedy, Romance",7.3,A high school teacher meets his match in an over-achieving student politician.,Alexander Payne,/name/nm0668247/,"Matthew Broderick, 
Reese Witherspoon, 
Chris Klein, 
Jessica Campbell","/name/nm0000111/,/name/nm0000702/,/name/nm0005098/,/name/nm0004795/",99114.0,14879556.0
eXistenZ,"Released Apr 23, 1999",0.75,0.69,1999,tt0120907,eXistenZ,1999,R,97 min,"Horror, Mystery, Sci-Fi",6.8,A game designer on the run from assassins must play her latest virtual reality creation with a marketing trainee to determine if the game has been damaged.,David Cronenberg,/name/nm0000343/,"Jude Law, 
Jennifer Jason Leigh, 
Ian Holm, 
Willem Dafoe","/name/nm0000179/,/name/nm0000492/,/name/nm0000453/,/name/nm0000353/",102302.5,2840417.0
Pushing Tin,"Released Apr 23, 1999",0.48,0.42,1999,tt0120797,Pushing Tin,1999,R,124 min,"Comedy, Drama, Romance",6.0,"A feud develops between two air traffic controllers: one cocky and determined while the other is restrained and laidback, which inevitably affects their lives.",Mike Newell,/name/nm0001565/,"John Cusack, 
Billy Bob Thornton, 
Cate Blanchett, 
Angelina Jolie","/name/nm0000131/,/name/nm0000671/,/name/nm0000949/,/name/nm0001401/",29826.0,8406264.0
Entrapment,"Released Apr 30, 1999",0.4,0.5,1999,tt0137494,Entrapment,1999,PG-13,113 min,"Action, Crime, Romance",6.3,An insurance agent is sent by her employer to track down and help capture an art thief.,Jon Amiel,/name/nm0000750/,"Sean Connery, 
Catherine Zeta-Jones, 
Ving Rhames, 
Will Patton","/name/nm0000125/,/name/nm0001876/,/name/nm0000609/,/name/nm0001599/",118369.0,87704396.0
Idle Hands,"Released Apr 30, 1999",0.16,0.58,1999,tt0138510,Idle Hands,1999,R,92 min,"Comedy, Fantasy, Horror",6.2,A teenage slacker's right hand becomes possessed with murderous intent.,Rodman Flender,/name/nm0281869/,"Devon Sawa, 
Seth Green, 
Elden Henson, 
Jessica Alba","/name/nm0001701/,/name/nm0001293/,/name/nm0711805/,/name/nm0004695/",44446.0,4002955.0
The Love Letter,"Released May 21, 1999",0.33,0.38,1999,tt0166252,The Love Letter,1999,PG-13,88 min,"Comedy, Drama, Romance",5.5,The life of a provincial town becomes stormy after the appearance of an anonymous love letter.,Peter Ho-Sun Chan,/name/nm0151066/,"Kate Capshaw, 
Tom Everett Scott, 
Tom Selleck, 
Blythe Danner","/name/nm0001009/,/name/nm0779866/,/name/nm0000633/,/name/nm0001100/",4541.0,8276228.0
Notting Hill,"Released May 28, 1999",0.84,0.79,1999,tt0125439,Notting Hill,1999,PG-13,124 min,"Comedy, Drama, Romance",7.2,The life of a simple bookshop owner changes when he meets the most famous film star in the world.,Roger Michell,/name/nm0585011/,"Hugh Grant, 
Julia Roberts, 
Richard McCabe, 
Rhys Ifans","/name/nm0000424/,/name/nm0000210/,/name/nm0564500/,/name/nm0406975/",320706.0,116089678.0
