title,release_year,genre,critic_score,audience_score,score_diff
The Color of Money,1986,Sport,0.88,0.73,0.15000000000000002
The Competition,1980,Drama,0.67,0.63,0.040000000000000036
The Competition,1980,Romance,0.67,0.63,0.040000000000000036
The Competition,1980,Music,0.67,0.63,0.040000000000000036
The Constant Gardener,2005,Drama,0.83,0.82,0.010000000000000009
The Constant Gardener,2005,Mystery,0.83,0.82,0.010000000000000009
The Constant Gardener,2005,Romance,0.83,0.82,0.010000000000000009
The Conversation,1974,Drama,0.9700000000000001,0.89,0.08000000000000007
The Conversation,1974,Mystery,0.9700000000000001,0.89,0.08000000000000007
The Conversation,1974,Thriller,0.9700000000000001,0.89,0.08000000000000007
The Cooler,2003,Drama,0.77,0.69,0.08000000000000007
The Cooler,2003,Romance,0.77,0.69,0.08000000000000007
The Cotton Club,1984,Crime,0.74,0.57,0.17000000000000004
The Cotton Club,1984,Drama,0.74,0.57,0.17000000000000004
The Cotton Club,1984,Music,0.74,0.57,0.17000000000000004
The Croods,2013,Animation,0.72,0.77,-0.050000000000000044
The Croods,2013,Adventure,0.72,0.77,-0.050000000000000044
The Croods,2013,Comedy,0.72,0.77,-0.050000000000000044
The Crying Game,1992,Crime,0.9499999999999998,0.7799999999999999,0.16999999999999993
The Crying Game,1992,Drama,0.9499999999999998,0.7799999999999999,0.16999999999999993
The Crying Game,1992,Romance,0.9499999999999998,0.7799999999999999,0.16999999999999993
The Curious Case of Benjamin Button,2008,Drama,0.72,0.8,-0.08000000000000007
The Curious Case of Benjamin Button,2008,Fantasy,0.72,0.8,-0.08000000000000007
The Curious Case of Benjamin Button,2008,Romance,0.72,0.8,-0.08000000000000007
The Dark Knight,2008,Action,0.94,0.94,0.0
The Dark Knight,2008,Crime,0.94,0.94,0.0
The Dark Knight,2008,Drama,0.94,0.94,0.0
The Day of the Dolphin,1973,Drama,0.43,0.41,0.020000000000000018
The Day of the Dolphin,1973,Sci-Fi,0.43,0.41,0.020000000000000018
The Day of the Dolphin,1973,Thriller,0.43,0.41,0.020000000000000018
The Day of the Jackal,1973,Crime,0.91,0.88,0.030000000000000027
The Day of the Jackal,1973,Drama,0.91,0.88,0.030000000000000027
The Day of the Jackal,1973,Thriller,0.91,0.88,0.030000000000000027
The Day of the Locust,1975,Drama,0.63,0.76,-0.13
The Day of the Locust,1975,Thriller,0.63,0.76,-0.13
The Deep,1977,Adventure,0.42,0.38,0.03999999999999998
The Deep,1977,Mystery,0.42,0.38,0.03999999999999998
The Deep,1977,Thriller,0.42,0.38,0.03999999999999998
The Deer Hunter,1978,Drama,0.86,0.9099999999999999,-0.04999999999999993
The Deer Hunter,1978,War,0.86,0.9099999999999999,-0.04999999999999993
The Departed,2006,Crime,0.9099999999999999,0.9399999999999998,-0.029999999999999916
The Departed,2006,Drama,0.9099999999999999,0.9399999999999998,-0.029999999999999916
The Departed,2006,Thriller,0.9099999999999999,0.9399999999999998,-0.029999999999999916
The Disaster Artist,2017,Biography,0.91,0.85,0.06000000000000005
The Disaster Artist,2017,Comedy,0.91,0.85,0.06000000000000005
The Disaster Artist,2017,Drama,0.91,0.85,0.06000000000000005
The Diving Bell and the Butterfly,2007,Biography,0.94,0.92,0.019999999999999907
The Diving Bell and the Butterfly,2007,Drama,0.94,0.92,0.019999999999999907
The Electric Horseman,1979,Comedy,0.64,0.57,0.07000000000000006
The Electric Horseman,1979,Drama,0.64,0.57,0.07000000000000006
The Electric Horseman,1979,Romance,0.64,0.57,0.07000000000000006
The Emperor's New Groove,2000,Animation,0.86,0.84,0.020000000000000018
The Emperor's New Groove,2000,Adventure,0.86,0.84,0.020000000000000018
The Emperor's New Groove,2000,Comedy,0.86,0.84,0.020000000000000018
The English Patient,1996,Drama,0.86,0.83,0.030000000000000027
The English Patient,1996,Romance,0.86,0.83,0.030000000000000027
The English Patient,1996,War,0.86,0.83,0.030000000000000027
The Europeans,1979,Drama,0.8,0.38,0.42000000000000004
The Europeans,1979,Romance,0.8,0.38,0.42000000000000004
The Exorcist,1973,Horror,0.78,0.87,-0.08999999999999997
The Fabulous Baker Boys,1989,Comedy,0.97,0.7,0.27
The Fabulous Baker Boys,1989,Drama,0.97,0.7,0.27
The Fabulous Baker Boys,1989,Music,0.97,0.7,0.27
The Favourite,2018,Biography,0.93,0.7,0.2300000000000001
The Favourite,2018,Comedy,0.93,0.7,0.2300000000000001
The Favourite,2018,Drama,0.93,0.7,0.2300000000000001
The Fighter,2010,Action,0.91,0.89,0.020000000000000018
The Fighter,2010,Biography,0.91,0.89,0.020000000000000018
The Fighter,2010,Drama,0.91,0.89,0.020000000000000018
The Fisher King,1991,Comedy,0.85,0.85,0.0
The Fisher King,1991,Drama,0.85,0.85,0.0
The Fisher King,1991,Fantasy,0.85,0.85,0.0
The Formula,1980,Crime,0.3,0.22,0.07999999999999999
The Formula,1980,Thriller,0.3,0.22,0.07999999999999999
The French Connection,1971,Action,0.96,0.87,0.08999999999999997
The French Connection,1971,Crime,0.96,0.87,0.08999999999999997
The French Connection,1971,Drama,0.96,0.87,0.08999999999999997
The French Lieutenant's Woman,1981,Drama,0.8299999999999998,0.67,0.1599999999999998
The French Lieutenant's Woman,1981,Romance,0.8299999999999998,0.67,0.1599999999999998
The Ghost and the Darkness,1996,Adventure,0.5,0.75,-0.25
The Ghost and the Darkness,1996,Drama,0.5,0.75,-0.25
The Ghost and the Darkness,1996,Thriller,0.5,0.75,-0.25
The Go-Between,1971,Drama,1.0,0.78,0.21999999999999997
The Go-Between,1971,Romance,1.0,0.78,0.21999999999999997
The Godfather,1972,Crime,0.97,0.98,-0.010000000000000009
The Godfather,1972,Drama,0.97,0.98,-0.010000000000000009
The Golden Compass,2007,Adventure,0.42,0.51,-0.09000000000000002
The Golden Compass,2007,Family,0.42,0.51,-0.09000000000000002
The Golden Compass,2007,Fantasy,0.42,0.51,-0.09000000000000002
The Good German,2006,Drama,0.34,0.33,0.010000000000000009
The Good German,2006,Mystery,0.34,0.33,0.010000000000000009
The Good German,2006,Romance,0.34,0.33,0.010000000000000009
The Good Shepherd,2006,Drama,0.56,0.51,0.050000000000000044
The Good Shepherd,2006,History,0.56,0.51,0.050000000000000044
The Good Shepherd,2006,Thriller,0.56,0.51,0.050000000000000044
The Goodbye Girl,1977,Comedy,0.8,0.85,-0.04999999999999993
The Goodbye Girl,1977,Drama,0.8,0.85,-0.04999999999999993
The Goodbye Girl,1977,Romance,0.8,0.85,-0.04999999999999993
The Grand Budapest Hotel,2014,Adventure,0.9200000000000002,0.87,0.050000000000000155
The Grand Budapest Hotel,2014,Comedy,0.9200000000000002,0.87,0.050000000000000155
The Grand Budapest Hotel,2014,Crime,0.9200000000000002,0.87,0.050000000000000155
The Great Muppet Caper,1981,Adventure,0.78,0.78,0.0
The Great Muppet Caper,1981,Comedy,0.78,0.78,0.0
The Great Muppet Caper,1981,Crime,0.78,0.78,0.0
The Great White Hope,1970,Drama,0.43,0.67,-0.24000000000000005
The Great White Hope,1970,Romance,0.43,0.67,-0.24000000000000005
The Great White Hope,1970,Sport,0.43,0.67,-0.24000000000000005
The Greatest Showman,2017,Biography,0.57,0.86,-0.29000000000000004
The Greatest Showman,2017,Drama,0.57,0.86,-0.29000000000000004
The Greatest Showman,2017,Musical,0.57,0.86,-0.29000000000000004
The Green Mile,1999,Crime,0.79,0.94,-0.1499999999999999
The Green Mile,1999,Drama,0.79,0.94,-0.1499999999999999
The Green Mile,1999,Fantasy,0.79,0.94,-0.1499999999999999
The Grifters,1990,Crime,0.91,0.7,0.21000000000000008
The Grifters,1990,Drama,0.91,0.7,0.21000000000000008
The Grifters,1990,Thriller,0.91,0.7,0.21000000000000008
The Hateful Eight,2015,Crime,0.75,0.77,-0.020000000000000018
The Hateful Eight,2015,Drama,0.75,0.77,-0.020000000000000018
The Hateful Eight,2015,Mystery,0.75,0.77,-0.020000000000000018
The Heartbreak Kid,1972,Comedy,0.92,0.73,0.19000000000000006
The Heartbreak Kid,1972,Drama,0.92,0.73,0.19000000000000006
The Heartbreak Kid,1972,Romance,0.92,0.73,0.19000000000000006
The Hobbit: An Unexpected Journey,2012,Fantasy,0.64,0.83,-0.18999999999999995
The Hobbit: The Battle of the Five Armies,2014,Adventure,0.59,0.74,-0.15000000000000002
The Hobbit: The Battle of the Five Armies,2014,Fantasy,0.59,0.74,-0.15000000000000002
The Hobbit: The Desolation of Smaug,2013,Fantasy,0.75,0.85,-0.09999999999999998
The Horse Whisperer,1998,Drama,0.73,0.72,0.010000000000000009
The Horse Whisperer,1998,Romance,0.73,0.72,0.010000000000000009
The Horse Whisperer,1998,Western,0.73,0.72,0.010000000000000009
The Hospital,1971,Comedy,1.0,0.73,0.27
The Hospital,1971,Drama,1.0,0.73,0.27
The Hospital,1971,Mystery,1.0,0.73,0.27
The Hot Rock,1972,Action,0.78,0.69,0.09000000000000008
The Hot Rock,1972,Comedy,0.78,0.69,0.09000000000000008
The Hot Rock,1972,Crime,0.78,0.69,0.09000000000000008
The Hours,2002,Drama,0.8,0.84,-0.039999999999999925
The Hours,2002,Romance,0.8,0.84,-0.039999999999999925
The Hunt for Red October,1990,Action,0.88,0.88,0.0
The Hunt for Red October,1990,Adventure,0.88,0.88,0.0
The Hunt for Red October,1990,Thriller,0.88,0.88,0.0
The Ides of March,2011,Drama,0.83,0.73,0.09999999999999998
The Ides of March,2011,Thriller,0.83,0.73,0.09999999999999998
The Illusionist,2006,Drama,0.73,0.83,-0.09999999999999998
The Illusionist,2006,Fantasy,0.73,0.83,-0.09999999999999998
The Illusionist,2006,Mystery,0.73,0.83,-0.09999999999999998
The Illusionist,2010,Animation,0.9,0.79,0.10999999999999999
The Illusionist,2010,Drama,0.9,0.79,0.10999999999999999
The Illusionist,2010,Fantasy,0.9,0.79,0.10999999999999999
The Impossible,2012,Adventure,0.82,0.84,-0.020000000000000018
The Impossible,2012,Drama,0.82,0.84,-0.020000000000000018
The Impossible,2012,History,0.82,0.84,-0.020000000000000018
The Incredibles,2004,Animation,0.97,0.75,0.21999999999999997
The Incredibles,2004,Action,0.97,0.75,0.21999999999999997
The Incredibles,2004,Adventure,0.97,0.75,0.21999999999999997
The Insider,1999,Biography,0.96,0.9,0.05999999999999994
The Insider,1999,Drama,0.96,0.9,0.05999999999999994
The Insider,1999,Thriller,0.96,0.9,0.05999999999999994
The Irishman,2019,Biography,0.95,0.86,0.08999999999999997
The Irishman,2019,Crime,0.95,0.86,0.08999999999999997
The Irishman,2019,Drama,0.95,0.86,0.08999999999999997
The Iron Lady,2011,Biography,0.52,0.51,0.010000000000000009
The Iron Lady,2011,Drama,0.52,0.51,0.010000000000000009
The Island at the Top of the World,1974,Adventure,0.5,0.47,0.030000000000000027
The Island at the Top of the World,1974,Family,0.5,0.47,0.030000000000000027
The Island at the Top of the World,1974,Fantasy,0.5,0.47,0.030000000000000027
The Jazz Singer,1927,Drama,0.78,0.56,0.21999999999999997
The Jazz Singer,1927,Music,0.78,0.56,0.21999999999999997
The Jazz Singer,1927,Musical,0.78,0.56,0.21999999999999997
The Journey of Natty Gann,1985,Adventure,0.91,0.78,0.13
The Journey of Natty Gann,1985,Family,0.91,0.78,0.13
The Karate Kid,1984,Action,0.9,0.82,0.08000000000000007
The Karate Kid,1984,Drama,0.9,0.82,0.08000000000000007
The Karate Kid,1984,Family,0.9,0.82,0.08000000000000007
The Kids Are All Right,2010,Comedy,0.93,0.74,0.19000000000000006
The Kids Are All Right,2010,Drama,0.93,0.74,0.19000000000000006
The Kids Are All Right,2010,Romance,0.93,0.74,0.19000000000000006
The Killing Fields,1984,Biography,0.93,0.91,0.020000000000000018
The Killing Fields,1984,Drama,0.93,0.91,0.020000000000000018
The Killing Fields,1984,History,0.93,0.91,0.020000000000000018
The Landlord,1970,Comedy,0.93,0.79,0.14
The Landlord,1970,Drama,0.93,0.79,0.14
The Landlord,1970,Romance,0.93,0.79,0.14
The Last Emperor,1987,Biography,0.86,0.88,-0.020000000000000018
The Last Emperor,1987,Drama,0.86,0.88,-0.020000000000000018
The Last Emperor,1987,History,0.86,0.88,-0.020000000000000018
The Last Picture Show,1971,Drama,0.98,0.89,0.08999999999999997
The Last Picture Show,1971,Romance,0.98,0.89,0.08999999999999997
The Last Samurai,2003,Action,0.66,0.83,-0.16999999999999993
The Last Samurai,2003,Drama,0.66,0.83,-0.16999999999999993
The Last Station,2009,Biography,0.71,0.67,0.039999999999999925
The Last Station,2009,Drama,0.71,0.67,0.039999999999999925
The Last Station,2009,Romance,0.71,0.67,0.039999999999999925
The Last Tycoon,1976,Drama,0.33,0.4,-0.07
The Last Tycoon,1976,Romance,0.33,0.4,-0.07
The Late Show,1977,Comedy,0.95,0.77,0.17999999999999994
The Late Show,1977,Mystery,0.95,0.77,0.17999999999999994
The Late Show,1977,Thriller,0.95,0.77,0.17999999999999994
The Life and Times of Judge Roy Bean,1972,Comedy,0.8,0.74,0.06000000000000005
The Life and Times of Judge Roy Bean,1972,Drama,0.8,0.74,0.06000000000000005
The Life and Times of Judge Roy Bean,1972,Romance,0.8,0.74,0.06000000000000005
The Lion King,1994,Animation,0.92,0.93,-0.010000000000000009
The Lion King,1994,Adventure,0.92,0.93,-0.010000000000000009
The Lion King,1994,Drama,0.92,0.93,-0.010000000000000009
The Lone Ranger,2013,Action,0.31,0.51,-0.2
The Lone Ranger,2013,Adventure,0.31,0.51,-0.2
The Lone Ranger,2013,Western,0.31,0.51,-0.2
The Lord of the Rings: The Fellowship of the Ring,2001,Action,0.92,0.95,-0.029999999999999916
The Lord of the Rings: The Fellowship of the Ring,2001,Adventure,0.92,0.95,-0.029999999999999916
The Lord of the Rings: The Fellowship of the Ring,2001,Drama,0.92,0.95,-0.029999999999999916
The Lord of the Rings: The Return of the King,2003,Action,0.94,0.8599999999999999,0.08000000000000007
The Lord of the Rings: The Return of the King,2003,Adventure,0.94,0.8599999999999999,0.08000000000000007
The Lord of the Rings: The Return of the King,2003,Drama,0.94,0.8599999999999999,0.08000000000000007
The Lord of the Rings: The Two Towers,2002,Action,0.9499999999999998,0.9499999999999998,0.0
The Lord of the Rings: The Two Towers,2002,Adventure,0.9499999999999998,0.9499999999999998,0.0
The Lord of the Rings: The Two Towers,2002,Drama,0.9499999999999998,0.9499999999999998,0.0
The Lost World: Jurassic Park,1997,Action,0.53,0.51,0.020000000000000018
The Lost World: Jurassic Park,1997,Adventure,0.53,0.51,0.020000000000000018
The Lost World: Jurassic Park,1997,Sci-Fi,0.53,0.51,0.020000000000000018
The Madness of King George,1994,Biography,0.94,0.8,0.1399999999999999
The Madness of King George,1994,Comedy,0.94,0.8,0.1399999999999999
The Madness of King George,1994,Drama,0.94,0.8,0.1399999999999999
The Man Who Wasn't There,2001,Crime,0.81,0.85,-0.039999999999999925
The Man Who Wasn't There,2001,Drama,0.81,0.85,-0.039999999999999925
The Man Who Would Be King,1975,Adventure,0.97,0.9,0.06999999999999995
The Man Who Would Be King,1975,War,0.97,0.9,0.06999999999999995
The Martian,2015,Adventure,0.91,0.91,0.0
The Martian,2015,Drama,0.91,0.91,0.0
The Martian,2015,Sci-Fi,0.91,0.91,0.0
The Mask of Zorro,1998,Action,0.84,0.73,0.10999999999999999
The Mask of Zorro,1998,Adventure,0.84,0.73,0.10999999999999999
The Mask of Zorro,1998,Comedy,0.84,0.73,0.10999999999999999
The Messenger,2009,Drama,0.9,0.75,0.15000000000000002
The Messenger,2009,Romance,0.9,0.75,0.15000000000000002
The Messenger,2009,War,0.9,0.75,0.15000000000000002
The Midnight Sky,2020,Adventure,0.49,0.26,0.22999999999999998
The Midnight Sky,2020,Drama,0.49,0.26,0.22999999999999998
The Midnight Sky,2020,Sci-Fi,0.49,0.26,0.22999999999999998
The Milagro Beanfield War,1988,Comedy,0.61,0.74,-0.13
The Milagro Beanfield War,1988,Drama,0.61,0.74,-0.13
The Milagro Beanfield War,1988,Fantasy,0.61,0.74,-0.13
The Mirror Has Two Faces,1996,Comedy,0.54,0.71,-0.16999999999999993
The Mirror Has Two Faces,1996,Drama,0.54,0.71,-0.16999999999999993
The Mirror Has Two Faces,1996,Romance,0.54,0.71,-0.16999999999999993
The Molly Maguires,1970,Drama,0.9,0.62,0.28
The Molly Maguires,1970,History,0.9,0.62,0.28
The Morning After,1986,Crime,0.63,0.38,0.25
The Morning After,1986,Mystery,0.63,0.38,0.25
The Morning After,1986,Romance,0.63,0.38,0.25
The Motorcycle Diaries,2004,Adventure,0.83,0.92,-0.09000000000000008
The Motorcycle Diaries,2004,Biography,0.83,0.92,-0.09000000000000008
The Motorcycle Diaries,2004,Drama,0.83,0.92,-0.09000000000000008
The Mummy,1999,Action,0.62,0.75,-0.13
The Mummy,1999,Adventure,0.62,0.75,-0.13
The Mummy,1999,Fantasy,0.62,0.75,-0.13
The Muppet Movie,1979,Adventure,0.89,0.88,0.010000000000000009
The Muppet Movie,1979,Comedy,0.89,0.88,0.010000000000000009
The Muppet Movie,1979,Family,0.89,0.88,0.010000000000000009
The Muppets,2011,Adventure,0.95,0.8,0.1499999999999999
The Muppets,2011,Comedy,0.95,0.8,0.1499999999999999
The Muppets,2011,Family,0.95,0.8,0.1499999999999999
The Muppets Take Manhattan,1984,Adventure,0.85,0.76,0.08999999999999997
The Muppets Take Manhattan,1984,Comedy,0.85,0.76,0.08999999999999997
The Muppets Take Manhattan,1984,Drama,0.85,0.76,0.08999999999999997
The Natural,1984,Drama,0.83,0.88,-0.050000000000000044
The Natural,1984,Sport,0.83,0.88,-0.050000000000000044
The Nightmare Before Christmas,1993,Animation,0.95,0.92,0.029999999999999916
The Nightmare Before Christmas,1993,Family,0.95,0.92,0.029999999999999916
The Nightmare Before Christmas,1993,Fantasy,0.95,0.92,0.029999999999999916
The Official Story,1985,Drama,1.0,0.89,0.10999999999999999
The Official Story,1985,History,1.0,0.89,0.10999999999999999
The One and Only Ivan,2020,Adventure,0.71,0.65,0.05999999999999994
The One and Only Ivan,2020,Comedy,0.71,0.65,0.05999999999999994
The One and Only Ivan,2020,Drama,0.71,0.65,0.05999999999999994
The Other Side of Midnight,1977,Drama,0.25,0.73,-0.48
The Other Side of Midnight,1977,Romance,0.25,0.73,-0.48
The Other Side of Midnight,1977,Thriller,0.25,0.73,-0.48
The Patriot,1928,Drama,1.0,0.58,0.42000000000000004
The Patriot,1928,History,1.0,0.58,0.42000000000000004
The Patriot,1928,Thriller,1.0,0.58,0.42000000000000004
The People vs. Larry Flynt,1996,Biography,0.88,0.8,0.07999999999999996
The People vs. Larry Flynt,1996,Drama,0.88,0.8,0.07999999999999996
The Perfect Storm,2000,Action,0.46,0.63,-0.16999999999999998
The Perfect Storm,2000,Adventure,0.46,0.63,-0.16999999999999998
The Perfect Storm,2000,Drama,0.46,0.63,-0.16999999999999998
The Pianist,2002,Biography,0.95,0.96,-0.010000000000000009
The Pianist,2002,Drama,0.95,0.96,-0.010000000000000009
The Pianist,2002,Music,0.95,0.96,-0.010000000000000009
The Pink Panther Strikes Again,1976,Comedy,0.72,0.84,-0.12
The Pink Panther Strikes Again,1976,Crime,0.72,0.84,-0.12
The Pirates! Band of Misfits,2012,Animation,0.86,0.6,0.26
The Pirates! Band of Misfits,2012,Adventure,0.86,0.6,0.26
The Pirates! Band of Misfits,2012,Comedy,0.86,0.6,0.26
The Player,1992,Comedy,0.9700000000000001,0.84,0.13000000000000012
The Player,1992,Crime,0.9700000000000001,0.84,0.13000000000000012
The Player,1992,Drama,0.9700000000000001,0.84,0.13000000000000012
The Polar Express,2004,Animation,0.56,0.64,-0.07999999999999996
The Polar Express,2004,Adventure,0.56,0.64,-0.07999999999999996
The Polar Express,2004,Comedy,0.56,0.64,-0.07999999999999996
The Pope of Greenwich Village,1984,Action,0.77,0.74,0.030000000000000027
The Pope of Greenwich Village,1984,Comedy,0.77,0.74,0.030000000000000027
The Pope of Greenwich Village,1984,Crime,0.77,0.74,0.030000000000000027
The Power of the Dog,2021,Drama,0.94,0.7600000000000001,0.17999999999999983
The Power of the Dog,2021,Romance,0.94,0.7600000000000001,0.17999999999999983
The Power of the Dog,2021,Western,0.94,0.7600000000000001,0.17999999999999983
The Preacher's Wife,1996,Comedy,0.62,0.43,0.19
The Preacher's Wife,1996,Drama,0.62,0.43,0.19
The Preacher's Wife,1996,Fantasy,0.62,0.43,0.19
The Prestige,2006,Drama,0.77,0.92,-0.15000000000000002
The Prestige,2006,Mystery,0.77,0.92,-0.15000000000000002
The Prestige,2006,Sci-Fi,0.77,0.92,-0.15000000000000002
The Prince of Egypt,1998,Animation,0.79,0.9,-0.10999999999999999
The Prince of Egypt,1998,Adventure,0.79,0.9,-0.10999999999999999
The Prince of Egypt,1998,Drama,0.79,0.9,-0.10999999999999999
The Prince of Tides,1991,Drama,0.6900000000000001,0.7,-0.009999999999999898
The Prince of Tides,1991,Romance,0.6900000000000001,0.7,-0.009999999999999898
The Princess Bride,1987,Adventure,0.96,0.94,0.020000000000000018
The Princess Bride,1987,Comedy,0.96,0.94,0.020000000000000018
The Princess Bride,1987,Family,0.96,0.94,0.020000000000000018
The Princess Bride,1987,Adventure,0.96,0.94,0.020000000000000018
The Princess Bride,1987,Family,0.96,0.94,0.020000000000000018
The Princess Bride,1987,Fantasy,0.96,0.94,0.020000000000000018
The Purple Rose of Cairo,1985,Comedy,0.93,0.88,0.050000000000000044
The Purple Rose of Cairo,1985,Fantasy,0.93,0.88,0.050000000000000044
The Purple Rose of Cairo,1985,Romance,0.93,0.88,0.050000000000000044
The Pursuit of Happyness,2006,Biography,0.67,0.87,-0.19999999999999996
The Pursuit of Happyness,2006,Drama,0.67,0.87,-0.19999999999999996
The Queen,2006,Biography,0.9700000000000001,0.7600000000000001,0.20999999999999996
The Queen,2006,Drama,0.9700000000000001,0.7600000000000001,0.20999999999999996
The Razor's Edge,1946,Drama,0.56,0.71,-0.1499999999999999
The Razor's Edge,1946,Music,0.56,0.71,-0.1499999999999999
The Razor's Edge,1946,Romance,0.56,0.71,-0.1499999999999999
The Remains of the Day,1993,Drama,0.96,0.9,0.05999999999999994
The Remains of the Day,1993,Romance,0.96,0.9,0.05999999999999994
The Rescuers,1977,Animation,0.79,0.68,0.10999999999999999
The Rescuers,1977,Adventure,0.79,0.68,0.10999999999999999
The Rescuers,1977,Comedy,0.79,0.68,0.10999999999999999
The Right Stuff,1983,Adventure,0.96,0.9,0.05999999999999994
The Right Stuff,1983,Biography,0.96,0.9,0.05999999999999994
The Right Stuff,1983,Drama,0.96,0.9,0.05999999999999994
The Rose,1979,Drama,0.74,0.81,-0.07000000000000006
The Rose,1979,Music,0.74,0.81,-0.07000000000000006
The Rose,1979,Romance,0.74,0.81,-0.07000000000000006
The Sea Beast,2022,Animation,0.94,0.84,0.09999999999999998
The Sea Beast,2022,Adventure,0.94,0.84,0.09999999999999998
The Sea Beast,2022,Comedy,0.94,0.84,0.09999999999999998
The Sessions,2012,Biography,0.91,0.8,0.10999999999999999
The Sessions,2012,Comedy,0.91,0.8,0.10999999999999999
The Sessions,2012,Drama,0.91,0.8,0.10999999999999999
The Seven-Per-Cent Solution,1976,Adventure,0.72,0.68,0.039999999999999925
The Seven-Per-Cent Solution,1976,Comedy,0.72,0.68,0.039999999999999925
The Seven-Per-Cent Solution,1976,Crime,0.72,0.68,0.039999999999999925
The Shootist,1976,Drama,0.81,0.88,-0.06999999999999995
The Shootist,1976,Romance,0.81,0.88,-0.06999999999999995
The Shootist,1976,Western,0.81,0.88,-0.06999999999999995
The Silence of the Lambs,1991,Crime,0.95,0.95,0.0
The Silence of the Lambs,1991,Drama,0.95,0.95,0.0
The Silence of the Lambs,1991,Thriller,0.95,0.95,0.0
The Sixth Sense,1999,Drama,0.86,0.9,-0.040000000000000036
The Sixth Sense,1999,Mystery,0.86,0.9,-0.040000000000000036
The Sixth Sense,1999,Thriller,0.86,0.9,-0.040000000000000036
The Social Network,2010,Biography,0.96,0.87,0.08999999999999997
The Social Network,2010,Drama,0.96,0.87,0.08999999999999997
The Spy Who Loved Me,1977,Action,0.82,0.77,0.04999999999999993
The Spy Who Loved Me,1977,Adventure,0.82,0.77,0.04999999999999993
The Spy Who Loved Me,1977,Thriller,0.82,0.77,0.04999999999999993
The Star,1952,Drama,0.25,0.59,-0.33999999999999997
The Star,1952,Romance,0.25,0.59,-0.33999999999999997
The Story of Adele H,1975,Biography,0.93,0.8,0.13
The Story of Adele H,1975,Drama,0.93,0.8,0.13
The Story of Adele H,1975,History,0.93,0.8,0.13
The Straight Story,1999,Biography,0.95,0.91,0.039999999999999925
The Straight Story,1999,Drama,0.95,0.91,0.039999999999999925
The Stunt Man,1980,Action,0.91,0.73,0.18000000000000005
The Stunt Man,1980,Comedy,0.91,0.73,0.18000000000000005
The Stunt Man,1980,Drama,0.91,0.73,0.18000000000000005
The Swarm,1978,Horror,0.09,0.19,-0.1
The Swarm,1978,Thriller,0.09,0.19,-0.1
The Sword in the Stone,1963,Animation,0.66,0.73,-0.06999999999999995
The Sword in the Stone,1963,Adventure,0.66,0.73,-0.06999999999999995
The Sword in the Stone,1963,Comedy,0.66,0.73,-0.06999999999999995
The Talented Mr. Ripley,1999,Crime,0.85,0.8,0.04999999999999993
The Talented Mr. Ripley,1999,Drama,0.85,0.8,0.04999999999999993
The Talented Mr. Ripley,1999,Thriller,0.85,0.8,0.04999999999999993
The Tempest,2010,Comedy,0.31,0.27,0.03999999999999998
The Tempest,2010,Drama,0.31,0.27,0.03999999999999998
The Tempest,2010,Fantasy,0.31,0.27,0.03999999999999998
The Thomas Crown Affair,1968,Crime,0.7,0.74,-0.040000000000000036
The Thomas Crown Affair,1968,Drama,0.7,0.74,-0.040000000000000036
The Thomas Crown Affair,1968,Romance,0.7,0.74,-0.040000000000000036
The Towering Inferno,1974,Action,0.68,0.72,-0.039999999999999925
The Towering Inferno,1974,Drama,0.68,0.72,-0.039999999999999925
The Towering Inferno,1974,Thriller,0.68,0.72,-0.039999999999999925
The Town,2010,Crime,0.92,0.85,0.07000000000000006
The Town,2010,Drama,0.92,0.85,0.07000000000000006
The Town,2010,Thriller,0.92,0.85,0.07000000000000006
The Trial of the Chicago 7,2020,Drama,0.89,0.9,-0.010000000000000009
The Trial of the Chicago 7,2020,History,0.89,0.9,-0.010000000000000009
The Trial of the Chicago 7,2020,Thriller,0.89,0.9,-0.010000000000000009
The Two Popes,2019,Biography,0.89,0.88,0.010000000000000009
The Two Popes,2019,Comedy,0.89,0.88,0.010000000000000009
The Two Popes,2019,Drama,0.89,0.88,0.010000000000000009
The Unbearable Lightness of Being,1988,Drama,0.87,0.84,0.030000000000000027
The Unbearable Lightness of Being,1988,Romance,0.87,0.84,0.030000000000000027
The United States vs. Billie Holiday,2021,Biography,0.55,0.79,-0.24
The United States vs. Billie Holiday,2021,Drama,0.55,0.79,-0.24
The United States vs. Billie Holiday,2021,Music,0.55,0.79,-0.24
The Untouchables,1987,Crime,0.83,0.89,-0.06000000000000005
The Untouchables,1987,Drama,0.83,0.89,-0.06000000000000005
The Untouchables,1987,Thriller,0.83,0.89,-0.06000000000000005
The Usual Suspects,1995,Crime,0.87,0.96,-0.08999999999999997
The Usual Suspects,1995,Drama,0.87,0.96,-0.08999999999999997
The Usual Suspects,1995,Mystery,0.87,0.96,-0.08999999999999997
The Village,2004,Drama,0.44,0.57,-0.12999999999999995
The Village,2004,Mystery,0.44,0.57,-0.12999999999999995
The Village,2004,Thriller,0.44,0.57,-0.12999999999999995
The Way We Were,1973,Drama,0.64,0.81,-0.17000000000000004
The Way We Were,1973,Romance,0.64,0.81,-0.17000000000000004
The Wedding Banquet,1993,Comedy,0.97,0.87,0.09999999999999998
The Wedding Banquet,1993,Drama,0.97,0.87,0.09999999999999998
The Wedding Banquet,1993,Romance,0.97,0.87,0.09999999999999998
