title,release_year,genre,critic_score,audience_score,score_diff
10,1979,Comedy,0.68,0.56,0.12
10,1979,Romance,0.68,0.56,0.12
102 Dalmatians,2000,Adventure,0.3,0.32,-0.020000000000000018
102 Dalmatians,2000,Comedy,0.3,0.32,-0.020000000000000018
102 Dalmatians,2000,Family,0.3,0.32,-0.020000000000000018
12 Monkeys,1995,Mystery,0.88,0.88,0.0
12 Monkeys,1995,Sci-Fi,0.88,0.88,0.0
12 Monkeys,1995,Thriller,0.88,0.88,0.0
12 Years a Slave,2013,Biography,0.9499999999999998,0.8999999999999999,0.04999999999999993
12 Years a Slave,2013,Drama,0.9499999999999998,0.8999999999999999,0.04999999999999993
12 Years a Slave,2013,History,0.9499999999999998,0.8999999999999999,0.04999999999999993
1776,1972,Drama,0.68,0.84,-0.15999999999999992
1776,1972,Family,0.68,0.84,-0.15999999999999992
1776,1972,History,0.68,0.84,-0.15999999999999992
1941,1979,Action,0.38999999999999996,0.48,-0.09000000000000002
1941,1979,Comedy,0.38999999999999996,0.48,-0.09000000000000002
1941,1979,War,0.38999999999999996,0.48,-0.09000000000000002
2001: A Space Odyssey,1968,Adventure,0.92,0.89,0.030000000000000027
2001: A Space Odyssey,1968,Sci-Fi,0.92,0.89,0.030000000000000027
3:10 to Yuma,2007,Action,0.89,0.86,0.030000000000000027
3:10 to Yuma,2007,Crime,0.89,0.86,0.030000000000000027
3:10 to Yuma,2007,Drama,0.89,0.86,0.030000000000000027
A Beautiful Day in the Neighborhood,2019,Biography,0.95,0.92,0.029999999999999916
A Beautiful Day in the Neighborhood,2019,Drama,0.95,0.92,0.029999999999999916
A Better Life,2011,Drama,0.86,0.79,0.06999999999999995
A Better Life,2011,Romance,0.86,0.79,0.06999999999999995
A Bug's Life,1998,Animation,0.92,0.73,0.19000000000000006
A Bug's Life,1998,Adventure,0.92,0.73,0.19000000000000006
A Bug's Life,1998,Comedy,0.92,0.73,0.19000000000000006
A Fish Called Wanda,1988,Comedy,0.96,0.84,0.12
A Fish Called Wanda,1988,Crime,0.96,0.84,0.12
A History of Violence,2005,Action,0.88,0.76,0.12
A History of Violence,2005,Crime,0.88,0.76,0.12
A History of Violence,2005,Drama,0.88,0.76,0.12
A Little Night Music,1977,Comedy,0.17,0.29,-0.11999999999999997
A Little Night Music,1977,Musical,0.17,0.29,-0.11999999999999997
A Little Night Music,1977,Romance,0.17,0.29,-0.11999999999999997
A Little Romance,1979,Adventure,0.72,0.84,-0.12
A Little Romance,1979,Comedy,0.72,0.84,-0.12
A Little Romance,1979,Romance,0.72,0.84,-0.12
A Quiet Place,2018,Drama,0.96,0.83,0.13
A Quiet Place,2018,Horror,0.96,0.83,0.13
A Quiet Place,2018,Sci-Fi,0.96,0.83,0.13
A Royal Affair,2012,Biography,0.9,0.82,0.08000000000000007
A Royal Affair,2012,Drama,0.9,0.82,0.08000000000000007
A Royal Affair,2012,History,0.9,0.82,0.08000000000000007
A Soldier's Story,1984,Crime,0.9,0.82,0.08000000000000007
A Soldier's Story,1984,Drama,0.9,0.82,0.08000000000000007
A Soldier's Story,1984,Mystery,0.9,0.82,0.08000000000000007
A Star Is Born,2018,Drama,0.9,0.8000000000000002,0.09999999999999987
A Star Is Born,2018,Music,0.9,0.8000000000000002,0.09999999999999987
A Star Is Born,2018,Romance,0.9,0.8000000000000002,0.09999999999999987
A Very Long Engagement,2004,Drama,0.79,0.85,-0.05999999999999994
A Very Long Engagement,2004,Mystery,0.79,0.85,-0.05999999999999994
A Very Long Engagement,2004,Romance,0.79,0.85,-0.05999999999999994
About a Boy,2002,Comedy,0.93,0.55,0.38
About a Boy,2002,Drama,0.93,0.55,0.38
About a Boy,2002,Romance,0.93,0.55,0.38
Across the Universe,2007,Drama,0.53,0.82,-0.2899999999999999
Across the Universe,2007,Fantasy,0.53,0.82,-0.2899999999999999
Across the Universe,2007,History,0.53,0.82,-0.2899999999999999
Ad Astra,2019,Adventure,0.83,0.4,0.42999999999999994
Ad Astra,2019,Drama,0.83,0.4,0.42999999999999994
Ad Astra,2019,Mystery,0.83,0.4,0.42999999999999994
Addams Family Values,1993,Comedy,0.75,0.63,0.12
Addams Family Values,1993,Fantasy,0.75,0.63,0.12
Afterglow,1997,Comedy,0.77,0.63,0.14
Afterglow,1997,Drama,0.77,0.63,0.14
Afterglow,1997,Romance,0.77,0.63,0.14
Against All Odds,1984,Action,0.64,0.46,0.18
Against All Odds,1984,Adventure,0.64,0.46,0.18
Against All Odds,1984,Crime,0.64,0.46,0.18
Agatha,1979,Drama,0.71,0.58,0.13
Agatha,1979,Mystery,0.71,0.58,0.13
Agatha,1979,Thriller,0.71,0.58,0.13
Agnes of God,1985,Drama,0.44,0.59,-0.14999999999999997
Agnes of God,1985,Mystery,0.44,0.59,-0.14999999999999997
Air Force One,1997,Action,0.79,0.66,0.13
Air Force One,1997,Drama,0.79,0.66,0.13
Air Force One,1997,Thriller,0.79,0.66,0.13
Airport,1970,Action,0.75,0.54,0.20999999999999996
Airport,1970,Drama,0.75,0.54,0.20999999999999996
Airport,1970,Thriller,0.75,0.54,0.20999999999999996
Airport '77,1977,Action,0.4,0.32,0.08000000000000002
Airport '77,1977,Drama,0.4,0.32,0.08000000000000002
Airport '77,1977,Thriller,0.4,0.32,0.08000000000000002
Ali,2001,Biography,0.68,0.65,0.030000000000000027
Ali,2001,Drama,0.68,0.65,0.030000000000000027
Ali,2001,Sport,0.68,0.65,0.030000000000000027
Alice Doesn't Live Here Anymore,1974,Drama,0.92,0.81,0.10999999999999999
Alice Doesn't Live Here Anymore,1974,Romance,0.92,0.81,0.10999999999999999
Alien,1979,Horror,0.93,0.94,-0.009999999999999898
Alien,1979,Sci-Fi,0.93,0.94,-0.009999999999999898
All Quiet on the Western Front,1930,Drama,0.98,0.89,0.08999999999999997
All Quiet on the Western Front,1930,War,0.98,0.89,0.08999999999999997
All the Money in the World,2017,Biography,0.79,0.66,0.13
All the Money in the World,2017,Crime,0.79,0.66,0.13
All the Money in the World,2017,Drama,0.79,0.66,0.13
All the President's Men,1976,Drama,0.94,0.92,0.019999999999999907
All the President's Men,1976,History,0.94,0.92,0.019999999999999907
All the President's Men,1976,Thriller,0.94,0.92,0.019999999999999907
Allied,2016,Action,0.6,0.64,-0.040000000000000036
Allied,2016,Drama,0.6,0.64,-0.040000000000000036
Allied,2016,Romance,0.6,0.64,-0.040000000000000036
Almost Famous,2000,Adventure,0.91,0.92,-0.010000000000000009
Almost Famous,2000,Comedy,0.91,0.92,-0.010000000000000009
Almost Famous,2000,Drama,0.91,0.92,-0.010000000000000009
Altered States,1980,Horror,0.86,0.71,0.15000000000000002
Altered States,1980,Sci-Fi,0.86,0.71,0.15000000000000002
Altered States,1980,Thriller,0.86,0.71,0.15000000000000002
Amadeus,1984,Biography,0.8900000000000001,0.95,-0.05999999999999983
Amadeus,1984,Drama,0.8900000000000001,0.95,-0.05999999999999983
Amadeus,1984,Music,0.8900000000000001,0.95,-0.05999999999999983
American Gangster,2007,Biography,0.81,0.9,-0.08999999999999997
American Gangster,2007,Crime,0.81,0.9,-0.08999999999999997
American Gangster,2007,Drama,0.81,0.9,-0.08999999999999997
American History X,1998,Crime,0.84,0.96,-0.12
American History X,1998,Drama,0.84,0.96,-0.12
American Hustle,2013,Crime,0.9200000000000002,0.74,0.18000000000000016
American Hustle,2013,Drama,0.9200000000000002,0.74,0.18000000000000016
American Splendor,2003,Biography,0.94,0.86,0.07999999999999996
American Splendor,2003,Comedy,0.94,0.86,0.07999999999999996
American Splendor,2003,Drama,0.94,0.86,0.07999999999999996
Amistad,1997,Biography,0.78,0.79,-0.010000000000000009
Amistad,1997,Drama,0.78,0.79,-0.010000000000000009
Amistad,1997,History,0.78,0.79,-0.010000000000000009
An American Tail,1986,Animation,0.77,0.71,0.06000000000000005
An American Tail,1986,Adventure,0.77,0.71,0.06000000000000005
An American Tail,1986,Comedy,0.77,0.71,0.06000000000000005
An American Werewolf in London,1981,Comedy,0.89,0.85,0.040000000000000036
An American Werewolf in London,1981,Horror,0.89,0.85,0.040000000000000036
Angels and Insects,1995,Drama,0.68,0.67,0.010000000000000009
Angels and Insects,1995,Romance,0.68,0.67,0.010000000000000009
Animal Kingdom,2010,Crime,0.94,0.83,0.10999999999999999
Animal Kingdom,2010,Drama,0.94,0.83,0.10999999999999999
Annie,1982,Comedy,0.49,0.69,-0.19999999999999996
Annie,1982,Drama,0.49,0.69,-0.19999999999999996
Annie,1982,Family,0.49,0.69,-0.19999999999999996
Annie Hall,1977,Comedy,0.97,0.9200000000000002,0.04999999999999982
Annie Hall,1977,Romance,0.97,0.9200000000000002,0.04999999999999982
Apocalypse Now,1979,Drama,0.97,0.94,0.030000000000000027
Apocalypse Now,1979,Mystery,0.97,0.94,0.030000000000000027
Apocalypse Now,1979,War,0.97,0.94,0.030000000000000027
Apocalypto,2006,Action,0.65,0.79,-0.14
Apocalypto,2006,Adventure,0.65,0.79,-0.14
Apocalypto,2006,Drama,0.65,0.79,-0.14
Apollo 13,1995,Adventure,0.9600000000000001,0.87,0.09000000000000008
Apollo 13,1995,Drama,0.9600000000000001,0.87,0.09000000000000008
Apollo 13,1995,History,0.9600000000000001,0.87,0.09000000000000008
Armageddon,1998,Action,0.43,0.73,-0.3
Armageddon,1998,Adventure,0.43,0.73,-0.3
Armageddon,1998,Sci-Fi,0.43,0.73,-0.3
As Good as It Gets,1997,Comedy,0.86,0.86,0.0
As Good as It Gets,1997,Drama,0.86,0.86,0.0
As Good as It Gets,1997,Romance,0.86,0.86,0.0
Atonement,2007,Drama,0.83,0.8,0.029999999999999916
Atonement,2007,Mystery,0.83,0.8,0.029999999999999916
Atonement,2007,Romance,0.83,0.8,0.029999999999999916
Austin Powers: The Spy Who Shagged Me,1999,Action,0.53,0.71,-0.17999999999999994
Austin Powers: The Spy Who Shagged Me,1999,Adventure,0.53,0.71,-0.17999999999999994
Austin Powers: The Spy Who Shagged Me,1999,Comedy,0.53,0.71,-0.17999999999999994
Australia,2008,Adventure,0.54,0.65,-0.10999999999999999
Australia,2008,Drama,0.54,0.65,-0.10999999999999999
Australia,2008,Romance,0.54,0.65,-0.10999999999999999
Avatar,2009,Action,0.81,0.8199999999999998,-0.009999999999999787
Avatar,2009,Adventure,0.81,0.8199999999999998,-0.009999999999999787
Avatar,2009,Fantasy,0.81,0.8199999999999998,-0.009999999999999787
Avatar: The Way of Water,2022,Action,0.76,0.92,-0.16000000000000003
Avatar: The Way of Water,2022,Adventure,0.76,0.92,-0.16000000000000003
Avatar: The Way of Water,2022,Fantasy,0.76,0.92,-0.16000000000000003
Avengers: Endgame,2019,Action,0.94,0.9,0.039999999999999925
Avengers: Endgame,2019,Adventure,0.94,0.9,0.039999999999999925
Avengers: Endgame,2019,Drama,0.94,0.9,0.039999999999999925
Avengers: Infinity War,2018,Action,0.85,0.92,-0.07000000000000006
Avengers: Infinity War,2018,Adventure,0.85,0.92,-0.07000000000000006
Avengers: Infinity War,2018,Sci-Fi,0.85,0.92,-0.07000000000000006
Babe: Pig in the City,1998,Adventure,0.65,0.41,0.24000000000000005
Babe: Pig in the City,1998,Comedy,0.65,0.41,0.24000000000000005
Babe: Pig in the City,1998,Drama,0.65,0.41,0.24000000000000005
Baby Driver,2017,Action,0.92,0.86,0.06000000000000005
Baby Driver,2017,Crime,0.92,0.86,0.06000000000000005
Baby Driver,2017,Drama,0.92,0.86,0.06000000000000005
Back to the Future,1985,Adventure,0.93,0.95,-0.019999999999999907
Back to the Future,1985,Comedy,0.93,0.95,-0.019999999999999907
Back to the Future,1985,Sci-Fi,0.93,0.95,-0.019999999999999907
Backdraft,1991,Action,0.73,0.75,-0.020000000000000018
Backdraft,1991,Drama,0.73,0.75,-0.020000000000000018
Backdraft,1991,Mystery,0.73,0.75,-0.020000000000000018
Bambi,1942,Animation,0.91,0.73,0.18000000000000005
Bambi,1942,Adventure,0.91,0.73,0.18000000000000005
Bambi,1942,Drama,0.91,0.73,0.18000000000000005
Barbie,2023,Adventure,0.88,0.83,0.050000000000000044
Barbie,2023,Comedy,0.88,0.83,0.050000000000000044
Barbie,2023,Fantasy,0.88,0.83,0.050000000000000044
Barry Lyndon,1975,Adventure,0.87,0.92,-0.050000000000000044
Barry Lyndon,1975,Drama,0.87,0.92,-0.050000000000000044
Barry Lyndon,1975,War,0.87,0.92,-0.050000000000000044
Barton Fink,1991,Comedy,0.9,0.89,0.010000000000000009
Barton Fink,1991,Drama,0.9,0.89,0.010000000000000009
Barton Fink,1991,Thriller,0.9,0.89,0.010000000000000009
Basic Instinct,1992,Drama,0.55,0.64,-0.08999999999999997
Basic Instinct,1992,Mystery,0.55,0.64,-0.08999999999999997
Basic Instinct,1992,Thriller,0.55,0.64,-0.08999999999999997
Batman Begins,2005,Action,0.85,0.94,-0.08999999999999997
Batman Begins,2005,Crime,0.85,0.94,-0.08999999999999997
Batman Begins,2005,Drama,0.85,0.94,-0.08999999999999997
Batman Forever,1995,Action,0.41,0.32,0.08999999999999997
Batman Forever,1995,Adventure,0.41,0.32,0.08999999999999997
Batman Returns,1992,Action,0.82,0.73,0.08999999999999997
Batman Returns,1992,Crime,0.82,0.73,0.08999999999999997
Batman Returns,1992,Fantasy,0.82,0.73,0.08999999999999997
Beasts of the Southern Wild,2012,Adventure,0.87,0.76,0.10999999999999999
Beasts of the Southern Wild,2012,Drama,0.87,0.76,0.10999999999999999
Beasts of the Southern Wild,2012,Fantasy,0.87,0.76,0.10999999999999999
Beauty and the Beast,1991,Animation,0.93,0.92,0.010000000000000009
Beauty and the Beast,1991,Family,0.93,0.92,0.010000000000000009
Beauty and the Beast,1991,Fantasy,0.93,0.92,0.010000000000000009
Bedknobs and Broomsticks,1971,Animation,0.67,0.74,-0.06999999999999995
Bedknobs and Broomsticks,1971,Adventure,0.67,0.74,-0.06999999999999995
Bedknobs and Broomsticks,1971,Comedy,0.67,0.74,-0.06999999999999995
Beethoven's 2nd,1993,Comedy,0.23,0.31,-0.07999999999999999
Beethoven's 2nd,1993,Family,0.23,0.31,-0.07999999999999999
Beethoven's 2nd,1993,Romance,0.23,0.31,-0.07999999999999999
Beetlejuice,1988,Comedy,0.86,0.82,0.040000000000000036
Beetlejuice,1988,Fantasy,0.86,0.82,0.040000000000000036
Before Sunset,2004,Drama,0.94,0.92,0.019999999999999907
Before Sunset,2004,Romance,0.94,0.92,0.019999999999999907
Being John Malkovich,1999,Comedy,0.94,0.87,0.06999999999999995
Being John Malkovich,1999,Drama,0.94,0.87,0.06999999999999995
Being John Malkovich,1999,Fantasy,0.94,0.87,0.06999999999999995
Being Julia,2004,Comedy,0.77,0.74,0.030000000000000027
Being Julia,2004,Drama,0.77,0.74,0.030000000000000027
Being Julia,2004,Romance,0.77,0.74,0.030000000000000027
Being the Ricardos,2021,Biography,0.68,0.75,-0.06999999999999995
Being the Ricardos,2021,Drama,0.68,0.75,-0.06999999999999995
Ben,1972,Drama,0.6,0.38,0.21999999999999997
Ben,1972,Horror,0.6,0.38,0.21999999999999997
Ben,1972,Thriller,0.6,0.38,0.21999999999999997
Ben-Hur,1959,Adventure,0.85,0.89,-0.040000000000000036
Ben-Hur,1959,Drama,0.85,0.89,-0.040000000000000036
Benji,1974,Adventure,0.86,0.55,0.30999999999999994
Benji,1974,Family,0.86,0.55,0.30999999999999994
Benji,1974,Romance,0.86,0.55,0.30999999999999994
Best Friends,1982,Comedy,0.62,0.3,0.32
Best Friends,1982,Drama,0.62,0.3,0.32
Best Friends,1982,Romance,0.62,0.3,0.32
Beverly Hills Cop,1984,Action,0.82,0.82,0.0
Beverly Hills Cop,1984,Comedy,0.82,0.82,0.0
Beverly Hills Cop,1984,Crime,0.82,0.82,0.0
Beyond the Lights,2014,Drama,0.84,0.75,0.08999999999999997
Beyond the Lights,2014,Music,0.84,0.75,0.08999999999999997
Beyond the Lights,2014,Romance,0.84,0.75,0.08999999999999997
Bicentennial Man,1999,Drama,0.37,0.59,-0.21999999999999997
Bicentennial Man,1999,Sci-Fi,0.37,0.59,-0.21999999999999997
Big,1988,Comedy,0.98,0.82,0.16000000000000003
Big,1988,Drama,0.98,0.82,0.16000000000000003
Big,1988,Fantasy,0.98,0.82,0.16000000000000003
Big Hero 6,2014,Animation,0.9,0.91,-0.010000000000000009
Big Hero 6,2014,Action,0.9,0.91,-0.010000000000000009
Big Hero 6,2014,Adventure,0.9,0.91,-0.010000000000000009
Bird,1988,Biography,0.77,0.79,-0.020000000000000018
Bird,1988,Drama,0.77,0.79,-0.020000000000000018
Bird,1988,Music,0.77,0.79,-0.020000000000000018
Bite the Bullet,1975,Action,0.73,0.54,0.18999999999999995
Bite the Bullet,1975,Adventure,0.73,0.54,0.18999999999999995
Bite the Bullet,1975,Western,0.73,0.54,0.18999999999999995
BlacKkKlansman,2018,Biography,0.96,0.83,0.13
BlacKkKlansman,2018,Comedy,0.96,0.83,0.13
BlacKkKlansman,2018,Crime,0.96,0.83,0.13
Black Panther: Wakanda Forever,2022,Action,0.8400000000000001,0.9399999999999998,-0.09999999999999976
Black Panther: Wakanda Forever,2022,Adventure,0.8400000000000001,0.9399999999999998,-0.09999999999999976
Black Panther: Wakanda Forever,2022,Drama,0.8400000000000001,0.9399999999999998,-0.09999999999999976
Black Rain,1989,Action,0.54,0.55,-0.010000000000000009
Black Rain,1989,Crime,0.54,0.55,-0.010000000000000009
Black Rain,1989,Drama,0.54,0.55,-0.010000000000000009
Blade Runner,1982,Action,0.89,0.91,-0.020000000000000018
Blade Runner,1982,Drama,0.89,0.91,-0.020000000000000018
Blade Runner,1982,Sci-Fi,0.89,0.91,-0.020000000000000018
Blade Runner 2049,2017,Action,0.8800000000000001,0.8800000000000001,0.0
Blade Runner 2049,2017,Drama,0.8800000000000001,0.8800000000000001,0.0
Blade Runner 2049,2017,Mystery,0.8800000000000001,0.8800000000000001,0.0
Blaze,1989,Biography,0.75,0.49,0.26
Blaze,1989,Comedy,0.75,0.49,0.26
Blaze,1989,Drama,0.75,0.49,0.26
Blonde,2022,Biography,0.42,0.36,0.06
Blonde,2022,Drama,0.42,0.36,0.06
Blonde,2022,Romance,0.42,0.36,0.06
Blood Diamond,2006,Adventure,0.63,0.9,-0.27
Blood Diamond,2006,Drama,0.63,0.9,-0.27
Blood Diamond,2006,Thriller,0.63,0.9,-0.27
Blue Sky,1994,Drama,0.8,0.58,0.22000000000000008
Blue Sky,1994,Romance,0.8,0.58,0.22000000000000008
Blue Thunder,1983,Action,0.78,0.53,0.25
Blue Thunder,1983,Crime,0.78,0.53,0.25
Blue Thunder,1983,Drama,0.78,0.53,0.25
Blue Valentine,2010,Drama,0.86,0.77,0.08999999999999997
Blue Valentine,2010,Romance,0.86,0.77,0.08999999999999997
Blue Velvet,1986,Crime,0.95,0.88,0.06999999999999995
Blue Velvet,1986,Drama,0.95,0.88,0.06999999999999995
Blue Velvet,1986,Mystery,0.95,0.88,0.06999999999999995
Bohemian Rhapsody,2018,Biography,0.6,0.85,-0.25
Bohemian Rhapsody,2018,Drama,0.6,0.85,-0.25
Bohemian Rhapsody,2018,Music,0.6,0.85,-0.25
Bolt,2008,Animation,0.9,0.74,0.16000000000000003
Bolt,2008,Adventure,0.9,0.74,0.16000000000000003
Bolt,2008,Comedy,0.9,0.74,0.16000000000000003
Born on the Fourth of July,1989,Biography,0.84,0.76,0.07999999999999996
Born on the Fourth of July,1989,Drama,0.84,0.76,0.07999999999999996
Born on the Fourth of July,1989,War,0.84,0.76,0.07999999999999996
Bound for Glory,1976,Biography,0.81,0.7600000000000001,0.04999999999999993
Bound for Glory,1976,Drama,0.81,0.7600000000000001,0.04999999999999993
Bound for Glory,1976,Music,0.81,0.7600000000000001,0.04999999999999993
Boys Don't Cry,1999,Biography,0.9,0.87,0.030000000000000027
Boys Don't Cry,1999,Crime,0.9,0.87,0.030000000000000027
Boys Don't Cry,1999,Drama,0.9,0.87,0.030000000000000027
Brave,2012,Animation,0.79,0.75,0.040000000000000036
Brave,2012,Adventure,0.79,0.75,0.040000000000000036
Brave,2012,Comedy,0.79,0.75,0.040000000000000036
Breaker Morant,1980,Drama,1.0,0.91,0.08999999999999997
Breaker Morant,1980,History,1.0,0.91,0.08999999999999997
Breaker Morant,1980,War,1.0,0.91,0.08999999999999997
Breaking Away,1979,Comedy,0.95,0.8800000000000001,0.06999999999999984
Breaking Away,1979,Drama,0.95,0.8800000000000001,0.06999999999999984
Breaking Away,1979,Sport,0.95,0.8800000000000001,0.06999999999999984
Bridge of Spies,2015,Drama,0.91,0.87,0.040000000000000036
Bridge of Spies,2015,History,0.91,0.87,0.040000000000000036
Bridge of Spies,2015,Thriller,0.91,0.87,0.040000000000000036
Bright Star,2009,Biography,0.83,0.68,0.1499999999999999
Bright Star,2009,Drama,0.83,0.68,0.1499999999999999
Bright Star,2009,Romance,0.83,0.68,0.1499999999999999
Broadcast News,1987,Comedy,0.9799999999999999,0.79,0.18999999999999984
Broadcast News,1987,Drama,0.9799999999999999,0.79,0.18999999999999984
Broadcast News,1987,Romance,0.9799999999999999,0.79,0.18999999999999984
Brokeback Mountain,2005,Drama,0.88,0.82,0.06000000000000005
Brokeback Mountain,2005,Romance,0.88,0.82,0.06000000000000005
Brother Bear,2003,Animation,0.37,0.66,-0.29000000000000004
Brother Bear,2003,Adventure,0.37,0.66,-0.29000000000000004
Brother Bear,2003,Comedy,0.37,0.66,-0.29000000000000004
Brubaker,1980,Crime,0.75,0.73,0.020000000000000018
Brubaker,1980,Drama,0.75,0.73,0.020000000000000018
Bugsy,1991,Biography,0.8400000000000001,0.69,0.15000000000000013
Bugsy,1991,Crime,0.8400000000000001,0.69,0.15000000000000013
Bugsy,1991,Drama,0.8400000000000001,0.69,0.15000000000000013
Bugsy Malone,1976,Comedy,0.79,0.8,-0.010000000000000009
Bugsy Malone,1976,Crime,0.79,0.8,-0.010000000000000009
Bugsy Malone,1976,Family,0.79,0.8,-0.010000000000000009
Bull Durham,1988,Comedy,0.97,0.82,0.15000000000000002
Bull Durham,1988,Romance,0.97,0.82,0.15000000000000002
Bull Durham,1988,Sport,0.97,0.82,0.15000000000000002
Bullets Over Broadway,1994,Comedy,0.95,0.83,0.12
Bullets Over Broadway,1994,Crime,0.95,0.83,0.12
Bulworth,1998,Comedy,0.76,0.68,0.07999999999999996
Bulworth,1998,Drama,0.76,0.68,0.07999999999999996
Bulworth,1998,Romance,0.76,0.68,0.07999999999999996
Butterflies Are Free,1972,Comedy,0.69,0.8000000000000002,-0.11000000000000021
Butterflies Are Free,1972,Drama,0.69,0.8000000000000002,-0.11000000000000021
Butterflies Are Free,1972,Music,0.69,0.8000000000000002,-0.11000000000000021
Cabaret,1972,Drama,0.9200000000000002,0.8699999999999999,0.050000000000000266
Cabaret,1972,Music,0.9200000000000002,0.8699999999999999,0.050000000000000266
Cabaret,1972,Musical,0.9200000000000002,0.8699999999999999,0.050000000000000266
California Suite,1978,Comedy,0.48,0.45,0.02999999999999997
California Suite,1978,Drama,0.48,0.45,0.02999999999999997
California Suite,1978,Romance,0.48,0.45,0.02999999999999997
Can You Ever Forgive Me?,2018,Biography,0.98,0.81,0.16999999999999993
Can You Ever Forgive Me?,2018,Comedy,0.98,0.81,0.16999999999999993
Can You Ever Forgive Me?,2018,Crime,0.98,0.81,0.16999999999999993
Captain America: The Winter Soldier,2014,Action,0.9,0.92,-0.020000000000000018
Captain America: The Winter Soldier,2014,Adventure,0.9,0.92,-0.020000000000000018
Captain America: The Winter Soldier,2014,Sci-Fi,0.9,0.92,-0.020000000000000018
Captain Phillips,2013,Action,0.93,0.89,0.040000000000000036
Captain Phillips,2013,Biography,0.93,0.89,0.040000000000000036
Captain Phillips,2013,Crime,0.93,0.89,0.040000000000000036
Cars,2006,Animation,0.75,0.8,-0.050000000000000044
Cars,2006,Adventure,0.75,0.8,-0.050000000000000044
Cars,2006,Comedy,0.75,0.8,-0.050000000000000044
Cast Away,2000,Adventure,0.89,0.84,0.050000000000000044
Cast Away,2000,Drama,0.89,0.84,0.050000000000000044
Cast Away,2000,Romance,0.89,0.84,0.050000000000000044
Chances Are,1989,Comedy,0.67,0.65,0.020000000000000018
Chances Are,1989,Fantasy,0.67,0.65,0.020000000000000018
Chances Are,1989,Romance,0.67,0.65,0.020000000000000018
Chapter Two,1979,Comedy,0.5,0.35,0.15000000000000002
Chapter Two,1979,Drama,0.5,0.35,0.15000000000000002
Chapter Two,1979,Romance,0.5,0.35,0.15000000000000002
Chariots of Fire,1981,Biography,0.83,0.8,0.029999999999999916
Chariots of Fire,1981,Drama,0.83,0.8,0.029999999999999916
Chariots of Fire,1981,Sport,0.83,0.8,0.029999999999999916
Charlie Wilson's War,2007,Biography,0.82,0.73,0.08999999999999997
Charlie Wilson's War,2007,Comedy,0.82,0.73,0.08999999999999997
Charlie Wilson's War,2007,Drama,0.82,0.73,0.08999999999999997
Charlie and the Chocolate Factory,2005,Adventure,0.83,0.51,0.31999999999999995
Charlie and the Chocolate Factory,2005,Comedy,0.83,0.51,0.31999999999999995
Charlie and the Chocolate Factory,2005,Family,0.83,0.51,0.31999999999999995
Children of Men,2006,Action,0.92,0.85,0.07000000000000006
Children of Men,2006,Drama,0.92,0.85,0.07000000000000006
Children of Men,2006,Sci-Fi,0.92,0.85,0.07000000000000006
Children of a Lesser God,1986,Drama,0.8100000000000002,0.78,0.030000000000000138
Children of a Lesser God,1986,Romance,0.8100000000000002,0.78,0.030000000000000138
Chinatown,1974,Drama,0.98,0.93,0.04999999999999993
Chinatown,1974,Mystery,0.98,0.93,0.04999999999999993
Chinatown,1974,Thriller,0.98,0.93,0.04999999999999993
Christopher Robin,2018,Adventure,0.72,0.83,-0.10999999999999999
Christopher Robin,2018,Comedy,0.72,0.83,-0.10999999999999999
Christopher Robin,2018,Drama,0.72,0.83,-0.10999999999999999
Cinderella,1950,Animation,0.98,0.8,0.17999999999999994
Cinderella,1950,Family,0.98,0.8,0.17999999999999994
Cinderella,1950,Fantasy,0.98,0.8,0.17999999999999994
Cinderella Liberty,1973,Drama,0.56,0.62,-0.05999999999999994
Cinderella Liberty,1973,Romance,0.56,0.62,-0.05999999999999994
Cinderella Man,2005,Biography,0.8000000000000002,0.91,-0.10999999999999988
Cinderella Man,2005,Drama,0.8000000000000002,0.91,-0.10999999999999988
Cinderella Man,2005,Romance,0.8000000000000002,0.91,-0.10999999999999988
Cinema Paradiso,1988,Drama,0.91,0.96,-0.04999999999999993
Cinema Paradiso,1988,Romance,0.91,0.96,-0.04999999999999993
Citizen Kane,1941,Drama,0.99,0.8999999999999999,0.09000000000000008
Citizen Kane,1941,Mystery,0.99,0.8999999999999999,0.09000000000000008
Claudine,1974,Comedy,0.67,0.91,-0.24
Claudine,1974,Drama,0.67,0.91,-0.24
Claudine,1974,Romance,0.67,0.91,-0.24
Clear and Present Danger,1994,Action,0.81,0.74,0.07000000000000006
Clear and Present Danger,1994,Crime,0.81,0.74,0.07000000000000006
Clear and Present Danger,1994,Drama,0.81,0.74,0.07000000000000006
Click,2006,Comedy,0.34,0.66,-0.32
Click,2006,Drama,0.34,0.66,-0.32
Click,2006,Fantasy,0.34,0.66,-0.32
Close Encounters of the Third Kind,1977,Drama,0.8999999999999999,0.85,0.04999999999999993
Close Encounters of the Third Kind,1977,Sci-Fi,0.8999999999999999,0.85,0.04999999999999993
Closer,2004,Drama,0.68,0.81,-0.13
Closer,2004,Romance,0.68,0.81,-0.13
Coal Miner's Daughter,1980,Biography,0.86,0.86,0.0
Coal Miner's Daughter,1980,Drama,0.86,0.86,0.0
Coal Miner's Daughter,1980,Music,0.86,0.86,0.0
Coco Before Chanel,2009,Biography,0.63,0.57,0.06000000000000005
Coco Before Chanel,2009,Drama,0.63,0.57,0.06000000000000005
